participant_id,time,scale,period,line_width,angle,font_size,stripe_color,text,input_text,accuracy,TorF
403,3190.0,50cm,7.0,1.0,135.0,16.0,128.0,6589,6589,1.0,T
403,4341.0,50cm,8.0,3.0,135.0,16.0,128.0,7359,7359,1.0,T
403,3196.0,50cm,5.0,1.0,90.0,16.0,128.0,4009,4009,1.0,T
403,3807.0,50cm,6.0,2.0,135.0,16.0,128.0,3929,3929,1.0,T
403,4274.0,50cm,0.0,0.0,0.0,16.0,128.0,5128,5128,1.0,T
403,4122.0,50cm,5.0,3.0,135.0,16.0,128.0,9434,5434,0.75,F
403,8867.0,50cm,6.0,3.0,135.0,16.0,128.0,6312,5312,0.75,F
403,3244.0,50cm,6.0,1.0,135.0,16.0,128.0,5876,5876,1.0,T
403,4297.0,50cm,3.0,2.0,90.0,16.0,128.0,4992,4992,1.0,T
403,3400.0,50cm,8.0,3.0,90.0,16.0,128.0,9752,9752,1.0,T
403,3829.0,50cm,7.0,3.0,45.0,16.0,128.0,1246,1246,1.0,T
403,3443.0,50cm,8.0,2.0,135.0,16.0,128.0,2673,2673,1.0,T
403,1980.0,50cm,5.0,1.0,135.0,16.0,128.0,2114,2114,1.0,T
403,3394.0,50cm,7.0,2.0,45.0,16.0,128.0,5712,5712,1.0,T
403,2979.0,50cm,6.0,2.0,45.0,16.0,128.0,5401,5401,1.0,T
403,3116.0,50cm,0.0,0.0,0.0,16.0,128.0,5375,5375,1.0,T
403,4368.0,50cm,7.0,2.0,135.0,16.0,128.0,6326,6326,1.0,T
403,2478.0,50cm,7.0,1.0,45.0,16.0,128.0,9426,9426,1.0,T
403,2632.0,50cm,0.0,0.0,0.0,16.0,128.0,9732,9732,1.0,T
403,2949.0,50cm,8.0,4.0,90.0,16.0,128.0,1497,1497,1.0,T
403,2319.0,50cm,6.0,1.0,90.0,16.0,128.0,9293,9293,1.0,T
403,2860.0,50cm,6.0,3.0,90.0,16.0,128.0,7402,7402,1.0,T
403,2635.0,50cm,8.0,2.0,90.0,16.0,128.0,4356,4356,1.0,T
403,4412.0,50cm,7.0,3.0,90.0,16.0,128.0,6566,6556,0.75,F
403,2366.0,50cm,8.0,1.0,45.0,16.0,128.0,1869,1869,1.0,T
403,10445.0,50cm,5.0,3.0,90.0,16.0,128.0,5697,3697,0.75,F
403,2972.0,50cm,5.0,2.0,90.0,16.0,128.0,4624,4624,1.0,T
403,3465.0,50cm,7.0,4.0,90.0,16.0,128.0,6089,6035,0.5,F
403,2500.0,50cm,8.0,3.0,45.0,16.0,128.0,1677,1677,1.0,T
403,14176.0,50cm,4.0,2.0,135.0,16.0,128.0,5224,6224,0.75,F
403,3084.0,50cm,6.0,2.0,90.0,16.0,128.0,6137,6137,1.0,T
403,2185.0,50cm,5.0,2.0,135.0,16.0,128.0,5461,5461,1.0,T
403,3132.0,50cm,4.0,1.0,90.0,16.0,128.0,1039,1039,1.0,T
403,5534.0,50cm,4.0,3.0,90.0,16.0,128.0,8144,3144,0.75,F
403,7044.0,50cm,7.0,3.0,135.0,16.0,128.0,8596,8556,0.75,F
403,3268.0,50cm,8.0,1.0,135.0,16.0,128.0,7091,7091,1.0,T
403,2312.0,50cm,7.0,1.0,90.0,16.0,128.0,8310,8310,1.0,T
403,3583.0,50cm,7.0,2.0,90.0,16.0,128.0,7090,7090,1.0,T
403,4297.0,50cm,4.0,2.0,90.0,16.0,128.0,3681,3681,1.0,T
403,4617.0,50cm,8.0,2.0,45.0,16.0,128.0,9964,5964,0.75,F
403,3352.0,intended,8.0,3.0,45.0,16.0,128.0,3747,3747,1.0,T
403,4478.0,intended,6.0,3.0,90.0,16.0,128.0,9983,9983,1.0,T
403,2320.0,intended,8.0,3.0,90.0,16.0,128.0,1254,1254,1.0,T
403,1733.0,intended,7.0,2.0,45.0,16.0,128.0,2262,2262,1.0,T
403,3828.0,intended,7.0,2.0,90.0,16.0,128.0,7493,7493,1.0,T
403,2807.0,intended,8.0,2.0,135.0,16.0,128.0,3625,3625,1.0,T
403,8562.0,intended,7.0,4.0,90.0,16.0,128.0,2789,2736,0.5,F
403,2857.0,intended,8.0,2.0,45.0,16.0,128.0,3954,3954,1.0,T
403,2589.0,intended,6.0,2.0,135.0,16.0,128.0,2618,2618,1.0,T
403,3737.0,intended,7.0,3.0,135.0,16.0,128.0,9364,9364,1.0,T
403,4748.0,intended,4.0,2.0,90.0,16.0,128.0,9179,9179,1.0,T
403,1961.0,intended,7.0,1.0,45.0,16.0,128.0,5141,5141,1.0,T
403,1284.0,intended,0.0,0.0,0.0,16.0,128.0,1122,1122,1.0,T
403,6821.0,intended,5.0,1.0,90.0,16.0,128.0,3402,3402,1.0,T
403,3493.0,intended,6.0,1.0,90.0,16.0,128.0,5047,5047,1.0,T
403,2049.0,intended,8.0,1.0,45.0,16.0,128.0,4485,4485,1.0,T
403,5355.0,intended,4.0,1.0,90.0,16.0,128.0,1390,1390,1.0,T
403,3153.0,intended,5.0,1.0,135.0,16.0,128.0,1376,1376,1.0,T
403,4142.0,intended,6.0,3.0,135.0,16.0,128.0,7490,7450,0.75,F
403,2184.0,intended,8.0,1.0,135.0,16.0,128.0,2634,2634,1.0,T
403,4684.0,intended,6.0,1.0,135.0,16.0,128.0,6143,6143,1.0,T
403,2838.0,intended,6.0,2.0,90.0,16.0,128.0,8404,8404,1.0,T
403,2453.0,intended,5.0,2.0,90.0,16.0,128.0,9602,9602,1.0,T
403,3604.0,intended,4.0,2.0,135.0,16.0,128.0,3768,3768,1.0,T
403,2705.0,intended,5.0,2.0,135.0,16.0,128.0,5229,5229,1.0,T
403,5381.0,intended,5.0,3.0,90.0,16.0,128.0,9223,9228,0.75,F
403,2383.0,intended,7.0,3.0,90.0,16.0,128.0,8962,8952,0.75,F
403,2771.0,intended,7.0,1.0,135.0,16.0,128.0,3519,3519,1.0,T
403,3917.0,intended,3.0,2.0,90.0,16.0,128.0,4582,4582,1.0,T
403,7091.0,intended,4.0,3.0,90.0,16.0,128.0,5838,5833,0.75,F
403,2185.0,intended,7.0,3.0,45.0,16.0,128.0,1118,1118,1.0,T
403,2455.0,intended,0.0,0.0,0.0,16.0,128.0,2049,2049,1.0,T
403,2501.0,intended,5.0,3.0,135.0,16.0,128.0,1042,1042,1.0,T
403,3850.0,intended,0.0,0.0,0.0,16.0,128.0,6786,6786,1.0,T
403,2657.0,intended,7.0,1.0,90.0,16.0,128.0,9654,9654,1.0,T
403,5383.0,intended,6.0,2.0,45.0,16.0,128.0,7836,7836,1.0,T
403,3917.0,intended,7.0,2.0,135.0,16.0,128.0,5076,5076,1.0,T
403,2770.0,intended,8.0,3.0,135.0,16.0,128.0,5016,5016,1.0,T
403,2657.0,intended,8.0,2.0,90.0,16.0,128.0,8272,8272,1.0,T
403,3624.0,intended,8.0,4.0,90.0,16.0,128.0,9245,9245,1.0,T
403,2973.0,75cm,0.0,0.0,0.0,16.0,128.0,6269,6269,1.0,T
403,4346.0,75cm,5.0,1.0,90.0,16.0,128.0,8792,8792,1.0,T
403,4680.0,75cm,7.0,2.0,135.0,16.0,128.0,4789,4789,1.0,T
