participant_id,time,scale,period,line_width,angle,font_size,stripe_color,text,input_text,accuracy,TorF
419,3914.0,intended,7.0,2.0,135.0,16.0,128.0,6052,6052,1.0,T
419,4233.0,intended,5.0,3.0,90.0,16.0,128.0,3809,3805,0.75,F
419,6797.0,intended,7.0,4.0,90.0,16.0,128.0,8660,8630,0.75,F
419,3512.0,intended,5.0,1.0,90.0,16.0,128.0,3902,3902,1.0,T
419,3850.0,intended,8.0,1.0,135.0,16.0,128.0,3798,3798,1.0,T
419,4276.0,intended,7.0,2.0,45.0,16.0,128.0,8952,8952,1.0,T
419,4322.0,intended,7.0,1.0,135.0,16.0,128.0,9710,9710,1.0,T
419,4211.0,intended,8.0,2.0,90.0,16.0,128.0,7277,7277,1.0,T
419,3466.0,intended,4.0,1.0,90.0,16.0,128.0,1925,1925,1.0,T
419,5468.0,intended,3.0,2.0,90.0,16.0,128.0,8844,8844,1.0,T
419,3466.0,intended,6.0,2.0,90.0,16.0,128.0,1629,1629,1.0,T
419,4300.0,intended,6.0,2.0,45.0,16.0,128.0,1305,1305,1.0,T
419,3599.0,intended,7.0,3.0,135.0,16.0,128.0,8802,6602,0.5,F
419,4164.0,intended,7.0,3.0,90.0,16.0,128.0,2716,2716,1.0,T
419,2771.0,intended,6.0,1.0,90.0,16.0,128.0,5628,5628,1.0,T
419,2970.0,intended,8.0,1.0,45.0,16.0,128.0,5550,5550,1.0,T
419,3647.0,intended,6.0,2.0,135.0,16.0,128.0,1971,1971,1.0,T
419,5000.0,intended,7.0,2.0,90.0,16.0,128.0,1491,1491,1.0,T
419,7156.0,intended,4.0,2.0,90.0,16.0,128.0,1873,1873,1.0,T
419,6232.0,intended,8.0,3.0,135.0,16.0,128.0,8329,8329,1.0,T
419,3040.0,intended,5.0,2.0,135.0,16.0,128.0,5153,5153,1.0,T
419,3152.0,intended,8.0,2.0,45.0,16.0,128.0,3630,3630,1.0,T
419,5088.0,intended,6.0,3.0,90.0,16.0,128.0,1249,1249,1.0,T
419,3624.0,intended,0.0,0.0,0.0,16.0,128.0,5582,5582,1.0,T
419,2949.0,intended,8.0,4.0,90.0,16.0,128.0,8343,3343,0.75,F
419,4615.0,intended,4.0,3.0,90.0,16.0,128.0,8184,3184,0.75,F
419,3242.0,intended,7.0,1.0,90.0,16.0,128.0,3116,3116,1.0,T
419,3266.0,intended,0.0,0.0,0.0,16.0,128.0,5636,5636,1.0,T
419,8098.0,intended,6.0,3.0,135.0,16.0,128.0,4809,4809,1.0,T
419,3579.0,intended,7.0,3.0,45.0,16.0,128.0,3552,3552,1.0,T
419,4616.0,intended,8.0,2.0,135.0,16.0,128.0,7637,7637,1.0,T
419,5830.0,intended,7.0,1.0,45.0,16.0,128.0,9419,9419,1.0,T
419,7741.0,intended,5.0,2.0,90.0,16.0,128.0,8355,8355,1.0,T
419,4008.0,intended,8.0,3.0,45.0,16.0,128.0,8071,8071,1.0,T
419,2635.0,intended,5.0,1.0,135.0,16.0,128.0,5200,5200,1.0,T
419,10106.0,intended,5.0,3.0,135.0,16.0,128.0,4755,4750,0.75,F
419,3806.0,intended,0.0,0.0,0.0,16.0,128.0,2947,2947,1.0,T
419,3396.0,intended,8.0,3.0,90.0,16.0,128.0,6048,6048,1.0,T
419,3532.0,intended,6.0,1.0,135.0,16.0,128.0,2894,2894,1.0,T
419,9475.0,intended,4.0,2.0,135.0,16.0,128.0,6886,6836,0.75,F
419,4003.0,50cm,0.0,0.0,0.0,16.0,128.0,4142,4142,1.0,T
419,3401.0,50cm,7.0,1.0,45.0,16.0,128.0,7763,7763,1.0,T
419,9584.0,50cm,5.0,3.0,135.0,16.0,128.0,4744,4741,0.75,F
419,2995.0,50cm,7.0,1.0,135.0,16.0,128.0,9980,9980,1.0,T
419,3737.0,50cm,4.0,1.0,90.0,16.0,128.0,3891,3891,1.0,T
419,6911.0,50cm,8.0,3.0,45.0,16.0,128.0,1891,1901,0.5,F
419,10916.0,50cm,6.0,3.0,90.0,16.0,128.0,8589,8589,1.0,T
419,4704.0,50cm,6.0,2.0,45.0,16.0,128.0,9416,9416,1.0,T
419,3240.0,50cm,6.0,1.0,135.0,16.0,128.0,8583,8583,1.0,T
419,4413.0,50cm,7.0,2.0,45.0,16.0,128.0,9297,9297,1.0,T
419,4008.0,50cm,0.0,0.0,0.0,16.0,128.0,1054,1054,1.0,T
419,4123.0,50cm,8.0,1.0,135.0,16.0,128.0,4406,4406,1.0,T
419,7110.0,50cm,6.0,3.0,135.0,16.0,128.0,6638,8838,0.5,F
419,3512.0,50cm,8.0,2.0,45.0,16.0,128.0,4741,4741,1.0,T
419,4209.0,50cm,5.0,2.0,90.0,16.0,128.0,7141,7141,1.0,T
419,3197.0,50cm,4.0,2.0,90.0,16.0,128.0,2559,2599,0.75,F
419,5583.0,50cm,7.0,3.0,45.0,16.0,128.0,8349,8349,1.0,T
419,5583.0,50cm,8.0,1.0,45.0,16.0,128.0,2558,2558,1.0,T
419,4593.0,50cm,6.0,2.0,90.0,16.0,128.0,7307,7307,1.0,T
419,4727.0,50cm,8.0,2.0,135.0,16.0,128.0,5755,5755,1.0,T
419,3354.0,50cm,3.0,2.0,90.0,16.0,128.0,1431,1431,1.0,T
419,4096.0,50cm,6.0,1.0,90.0,16.0,128.0,7869,7869,1.0,T
419,6282.0,50cm,4.0,2.0,135.0,16.0,128.0,7957,7987,0.75,F
419,5629.0,50cm,7.0,3.0,90.0,16.0,128.0,7458,7459,0.75,F
419,3801.0,50cm,8.0,2.0,90.0,16.0,128.0,7776,7776,1.0,T
419,3331.0,50cm,5.0,1.0,135.0,16.0,128.0,8582,8582,1.0,T
419,3559.0,50cm,5.0,3.0,90.0,16.0,128.0,6184,6184,1.0,T
419,4006.0,50cm,8.0,3.0,90.0,16.0,128.0,5338,5336,0.75,F
419,3803.0,50cm,8.0,3.0,135.0,16.0,128.0,2365,2365,1.0,T
419,4074.0,50cm,5.0,2.0,135.0,16.0,128.0,5855,5858,0.75,F
419,4461.0,50cm,8.0,4.0,90.0,16.0,128.0,1281,1291,0.75,F
419,7222.0,50cm,7.0,2.0,90.0,16.0,128.0,5675,5675,1.0,T
419,7427.0,50cm,4.0,3.0,90.0,16.0,128.0,8498,9496,0.5,F
419,4592.0,50cm,6.0,2.0,135.0,16.0,128.0,9090,9090,1.0,T
419,2679.0,50cm,0.0,0.0,0.0,16.0,128.0,6051,6051,1.0,T
419,6190.0,50cm,7.0,4.0,90.0,16.0,128.0,6892,6832,0.75,F
419,3919.0,50cm,5.0,1.0,90.0,16.0,128.0,6037,6037,1.0,T
419,3665.0,50cm,7.0,2.0,135.0,16.0,128.0,7471,7471,1.0,T
419,4369.0,50cm,7.0,3.0,135.0,16.0,128.0,5983,5583,0.75,F
419,2950.0,50cm,7.0,1.0,90.0,16.0,128.0,1784,1784,1.0,T
419,5200.0,75cm,5.0,3.0,90.0,16.0,128.0,3196,3196,1.0,T
419,5337.0,75cm,8.0,1.0,135.0,16.0,128.0,3780,3780,1.0,T
419,9630.0,75cm,8.0,3.0,45.0,16.0,128.0,9250,5350,0.5,F
419,5492.0,75cm,8.0,3.0,90.0,16.0,128.0,7485,7463,0.5,F
419,5424.0,75cm,7.0,2.0,135.0,16.0,128.0,1750,1738,0.5,F
419,2883.0,75cm,7.0,1.0,45.0,16.0,128.0,4776,4776,1.0,T
419,4187.0,75cm,7.0,1.0,135.0,16.0,128.0,4322,4322,1.0,T
419,3918.0,75cm,0.0,0.0,0.0,16.0,128.0,4972,4972,1.0,T
419,5807.0,75cm,7.0,4.0,90.0,16.0,128.0,6022,6062,0.75,F
419,6029.0,75cm,7.0,3.0,135.0,16.0,128.0,3521,3551,0.75,F
419,9407.0,75cm,8.0,3.0,135.0,16.0,128.0,5233,5244,0.5,F
419,3895.0,75cm,5.0,1.0,135.0,16.0,128.0,6073,6073,1.0,T
419,5517.0,75cm,4.0,1.0,90.0,16.0,128.0,8564,8564,1.0,T
419,9921.0,75cm,5.0,3.0,135.0,16.0,128.0,4955,4750,0.5,F
419,4819.0,75cm,4.0,2.0,90.0,16.0,128.0,2537,2557,0.75,F
419,6457.0,75cm,4.0,3.0,90.0,16.0,128.0,5432,5433,0.75,F
419,3644.0,75cm,5.0,2.0,90.0,16.0,128.0,6226,6225,0.75,F
419,4927.0,75cm,8.0,4.0,90.0,16.0,128.0,5880,5530,0.5,F
419,6594.0,75cm,6.0,3.0,90.0,16.0,128.0,5435,5435,1.0,T
419,4121.0,75cm,7.0,3.0,90.0,16.0,128.0,3367,3357,0.75,F
419,3197.0,75cm,6.0,2.0,45.0,16.0,128.0,7747,7747,1.0,T
419,4273.0,75cm,8.0,2.0,135.0,16.0,128.0,7673,7673,1.0,T
419,4054.0,75cm,6.0,1.0,135.0,16.0,128.0,2182,2182,1.0,T
419,5289.0,75cm,4.0,2.0,135.0,16.0,128.0,2178,2170,0.75,F
419,3736.0,75cm,6.0,2.0,90.0,16.0,128.0,2460,2460,1.0,T
419,4053.0,75cm,5.0,1.0,90.0,16.0,128.0,3944,3944,1.0,T
