participant_id,time,period,duty,angle,font_size,text,response_text
ryokun,4353,4.0,0.3,75.0,16.0,READABLE,READABLE
ryokun,6829,5.0,0.5,90.0,16.0,CHALLENGE,CHALLENFE
ryokun,6162,3.0,0.2,30.0,16.0,DIFFICULT,DIFFICULT
ryokun,6562,6.0,0.4,120.0,16.0,EXPERIMENT,EXPERIMENT
ryokun,10107,7.0,0.6,150.0,16.0,SUCCESS,SUCCESS
ryokun,7928,8.0,0.7,180.0,16.0,CHALLENGE,CHALLENGE
ryokun,16795,9.0,0.8,210.0,16.0,PERSISTENCE,PERGELOE
