participant_id,time,scale,period,angle,font_size,stripe_color,text,input_text
1022,1630.0,100cm,3.0,90.0,16.0,128.0,9082,
1022,3271.0,100cm,7.0,45.0,16.0,128.0,7590,7590
1022,3760.0,100cm,7.0,135.0,16.0,128.0,1678,1575
1022,1444.0,100cm,7.0,90.0,16.0,128.0,3895,
1022,3158.0,100cm,8.0,45.0,16.0,128.0,5857,5857
1022,3626.0,100cm,5.0,135.0,16.0,128.0,6609,
1022,2709.0,100cm,6.0,45.0,16.0,128.0,5382,
1022,1919.0,100cm,8.0,135.0,16.0,128.0,1149,1144
1022,1199.0,100cm,8.0,90.0,16.0,128.0,3236,
1022,912.0,100cm,6.0,90.0,16.0,128.0,7320,
1022,3785.0,100cm,4.0,0.0,16.0,128.0,1334,1334
1022,1106.0,100cm,8.0,90.0,16.0,128.0,4644,
1022,2281.0,100cm,5.0,135.0,16.0,128.0,4702,1492
1022,5919.0,100cm,8.0,135.0,16.0,128.0,8924,2924
1022,3716.0,100cm,8.0,135.0,16.0,128.0,9075,8975
1022,859.0,100cm,5.0,90.0,16.0,128.0,9481,
1022,2821.0,100cm,6.0,90.0,16.0,128.0,9787,9787
1022,5088.0,100cm,7.0,135.0,16.0,128.0,4665,4665
1022,3783.0,100cm,6.0,135.0,16.0,128.0,1491,1491
1022,2004.0,100cm,7.0,135.0,16.0,128.0,2729,2779
1022,1735.0,100cm,6.0,90.0,16.0,128.0,6003,
1022,2033.0,100cm,4.0,0.0,16.0,128.0,2638,2638
1022,3112.0,100cm,6.0,135.0,16.0,128.0,4435,7725
1022,1395.0,100cm,4.0,90.0,16.0,128.0,5588,
1022,708.0,100cm,4.0,90.0,16.0,128.0,9701,
1022,2481.0,100cm,8.0,45.0,16.0,128.0,8073,8073
1022,658.0,100cm,7.0,90.0,16.0,128.0,2079,
1022,1155.0,100cm,5.0,90.0,16.0,128.0,8567,
1022,1065.0,100cm,8.0,90.0,16.0,128.0,9975,
1022,6082.0,100cm,7.0,45.0,16.0,128.0,7727,7727
1022,2950.0,100cm,8.0,45.0,16.0,128.0,7979,7979
