participant_id,time,scale,period,line_width,angle,font_size,stripe_color,text,input_text
406,3755.0,50cm,6.0,3.0,135.0,16.0,128.0,2438,2438
406,3490.0,50cm,4.0,2.0,90.0,16.0,128.0,3492,3492
406,3376.0,50cm,6.0,3.0,45.0,16.0,128.0,2423,2423
406,3286.0,50cm,5.0,2.0,135.0,16.0,128.0,7306,7306
406,5019.0,50cm,8.0,3.0,135.0,16.0,128.0,5439,5439
406,4525.0,50cm,7.0,3.0,135.0,16.0,128.0,6978,6978
406,3824.0,50cm,7.0,4.0,90.0,16.0,128.0,3780,3780
406,3131.0,50cm,5.0,2.0,90.0,16.0,128.0,7070,7070
406,3939.0,50cm,8.0,3.0,45.0,16.0,128.0,5336,5336
406,3847.0,50cm,8.0,4.0,90.0,16.0,128.0,3899,3899
406,3603.0,50cm,8.0,2.0,45.0,16.0,128.0,3325,3325
406,3039.0,50cm,7.0,2.0,90.0,16.0,128.0,8833,8833
406,3894.0,50cm,6.0,2.0,90.0,16.0,128.0,8559,8559
406,2162.0,50cm,7.0,1.0,90.0,16.0,128.0,1162,1162
406,2859.0,50cm,6.0,1.0,135.0,16.0,128.0,8074,8074
406,2410.0,50cm,6.0,1.0,90.0,16.0,128.0,3250,3250
406,2703.0,50cm,6.0,2.0,135.0,16.0,128.0,5723,5723
406,2544.0,50cm,4.0,1.0,90.0,16.0,128.0,9062,9062
406,4209.0,50cm,4.0,3.0,90.0,16.0,128.0,9620,3890
406,2454.0,50cm,3.0,2.0,90.0,16.0,128.0,1195,1196
406,3534.0,50cm,5.0,1.0,90.0,16.0,128.0,8656,8656
406,3129.0,50cm,7.0,3.0,45.0,16.0,128.0,9556,9556
406,2589.0,50cm,5.0,3.0,135.0,16.0,128.0,1948,1948
406,2343.0,50cm,8.0,3.0,90.0,16.0,128.0,2229,2229
406,4415.0,50cm,7.0,2.0,135.0,16.0,128.0,4927,4927
406,3149.0,50cm,7.0,1.0,135.0,16.0,128.0,8354,8354
406,2411.0,50cm,4.0,0.0,0.0,16.0,128.0,3106,3106
406,3307.0,50cm,7.0,1.0,45.0,16.0,128.0,2373,2373
406,3580.0,50cm,4.0,2.0,135.0,16.0,128.0,9587,8587
406,3063.0,50cm,7.0,3.0,90.0,16.0,128.0,2920,2920
406,2567.0,50cm,8.0,2.0,90.0,16.0,128.0,5400,5400
406,2227.0,50cm,5.0,1.0,135.0,16.0,128.0,7620,7620
406,2637.0,50cm,8.0,2.0,135.0,16.0,128.0,7346,7346
406,2003.0,50cm,6.0,2.0,45.0,16.0,128.0,5154,5154
406,1825.0,50cm,4.0,0.0,0.0,16.0,128.0,1000,1000
406,3376.0,50cm,4.0,0.0,0.0,16.0,128.0,6236,6236
406,2072.0,50cm,8.0,1.0,45.0,16.0,128.0,6545,6545
