participant_id,time,scale,period,angle,font_size,stripe_color,text,input_text
401,5823.0,100cm,8.0,135.0,16.0,128.0,5844,8
401,5199.0,100cm,4.0,90.0,16.0,128.0,8454,9454
401,3506.0,100cm,4.0,0.0,16.0,128.0,8264,8264
401,6672.0,100cm,5.0,135.0,16.0,128.0,7538,7538
401,3153.0,100cm,7.0,45.0,16.0,128.0,2073,2973
401,3738.0,100cm,8.0,135.0,16.0,128.0,4339,83
401,6936.0,100cm,6.0,135.0,16.0,128.0,3009,3929
401,4053.0,100cm,7.0,135.0,16.0,128.0,6086,6
401,3430.0,100cm,8.0,45.0,16.0,128.0,7516,7516
401,5064.0,100cm,7.0,90.0,16.0,128.0,2504,2534
401,4278.0,100cm,4.0,0.0,16.0,128.0,5869,5869
401,1912.0,100cm,7.0,90.0,16.0,128.0,9404,
401,6625.0,100cm,6.0,45.0,16.0,128.0,7728,77
401,6492.0,100cm,5.0,135.0,16.0,128.0,7852,1862
401,4205.0,100cm,5.0,90.0,16.0,128.0,4091,4923
401,4746.0,100cm,6.0,90.0,16.0,128.0,8727,8727
401,3870.0,100cm,3.0,90.0,16.0,128.0,9273,9375
401,3647.0,100cm,7.0,45.0,16.0,128.0,3956,3956
401,6414.0,100cm,8.0,90.0,16.0,128.0,6631,6231
401,4524.0,100cm,7.0,90.0,16.0,128.0,3460,3460
401,3289.0,100cm,4.0,90.0,16.0,128.0,8331,
401,3045.0,100cm,6.0,45.0,16.0,128.0,7573,7573
401,2834.0,100cm,5.0,135.0,16.0,128.0,7692,7692
401,4955.0,100cm,6.0,135.0,16.0,128.0,6116,8
401,3564.0,100cm,6.0,90.0,16.0,128.0,8707,
401,5273.0,100cm,8.0,45.0,16.0,128.0,1690,3
401,3534.0,100cm,4.0,0.0,16.0,128.0,5298,5298
401,5475.0,100cm,8.0,90.0,16.0,128.0,8088,9328
401,3937.0,100cm,4.0,90.0,16.0,128.0,4201,4201
401,3404.0,100cm,6.0,45.0,16.0,128.0,9966,9966
401,2415.0,100cm,8.0,135.0,16.0,128.0,4299,4299
401,2724.0,100cm,7.0,135.0,16.0,128.0,3793,3793
401,5763.0,100cm,8.0,45.0,16.0,128.0,9375,9375
401,4256.0,100cm,8.0,90.0,16.0,128.0,6831,
401,7994.0,100cm,7.0,135.0,16.0,128.0,6763,6753
401,2998.0,100cm,4.0,135.0,16.0,128.0,5538,
401,1943.0,100cm,5.0,90.0,16.0,128.0,8036,
401,4778.0,100cm,6.0,135.0,16.0,128.0,6765,6765
401,3152.0,100cm,6.0,90.0,16.0,128.0,2650,2650
401,5565.0,100cm,7.0,90.0,16.0,128.0,6244,6284
401,2834.0,100cm,5.0,90.0,16.0,128.0,6772,6772
401,4613.0,100cm,7.0,45.0,16.0,128.0,8262,6952
401,3960.0,intended,3.0,90.0,16.0,128.0,7088,7088
401,2499.0,intended,7.0,135.0,16.0,128.0,9525,9525
401,2882.0,intended,4.0,90.0,16.0,128.0,2680,2680
401,4433.0,intended,7.0,90.0,16.0,128.0,1088,1038
401,3017.0,intended,5.0,135.0,16.0,128.0,6166,6166
401,2387.0,intended,7.0,45.0,16.0,128.0,1314,1314
401,2859.0,intended,5.0,90.0,16.0,128.0,2734,2734
401,2791.0,intended,5.0,135.0,16.0,128.0,2103,2103
401,4345.0,intended,6.0,45.0,16.0,128.0,4812,4812
401,2724.0,intended,6.0,90.0,16.0,128.0,7147,7147
401,3557.0,intended,7.0,45.0,16.0,128.0,6298,6298
401,2903.0,intended,5.0,90.0,16.0,128.0,2854,2854
401,3016.0,intended,8.0,90.0,16.0,128.0,1221,1221
401,2997.0,intended,6.0,45.0,16.0,128.0,8515,8515
401,3289.0,intended,8.0,90.0,16.0,128.0,3839,3839
401,4276.0,intended,4.0,90.0,16.0,128.0,3676,3676
401,4930.0,intended,7.0,135.0,16.0,128.0,9518,9518
401,3511.0,intended,8.0,135.0,16.0,128.0,2333,2333
401,5177.0,intended,8.0,90.0,16.0,128.0,3873,3873
401,3286.0,intended,8.0,45.0,16.0,128.0,7865,7865
401,3152.0,intended,4.0,90.0,16.0,128.0,2504,2504
401,4301.0,intended,7.0,90.0,16.0,128.0,7153,7153
401,3982.0,intended,7.0,135.0,16.0,128.0,7983,7983
401,3153.0,intended,8.0,135.0,16.0,128.0,7096,7096
401,3197.0,intended,6.0,90.0,16.0,128.0,4075,4075
401,5088.0,intended,6.0,135.0,16.0,128.0,8592,8592
401,3017.0,intended,4.0,0.0,16.0,128.0,4039,4039
401,4125.0,intended,8.0,45.0,16.0,128.0,6430,6430
401,2920.0,intended,7.0,45.0,16.0,128.0,2547,2547
401,3941.0,intended,8.0,135.0,16.0,128.0,3871,3871
401,4946.0,intended,4.0,135.0,16.0,128.0,8569,8569
401,3068.0,intended,5.0,90.0,16.0,128.0,3341,3341
401,5267.0,intended,7.0,90.0,16.0,128.0,1731,3781
401,2386.0,intended,4.0,0.0,16.0,128.0,3634,3634
401,4437.0,intended,5.0,135.0,16.0,128.0,8970,8976
401,2949.0,intended,4.0,0.0,16.0,128.0,2718,2718
401,3015.0,intended,7.0,90.0,16.0,128.0,6019,6019
401,3199.0,intended,6.0,90.0,16.0,128.0,8834,8834
401,4097.0,intended,6.0,135.0,16.0,128.0,5741,5741
401,3490.0,intended,6.0,45.0,16.0,128.0,1720,1720
401,3375.0,intended,6.0,135.0,16.0,128.0,7247,7247
401,2658.0,intended,8.0,45.0,16.0,128.0,2625,2625
401,3918.0,75cm,6.0,45.0,16.0,128.0,9336,9336
401,2632.0,75cm,4.0,90.0,16.0,128.0,5973,5973
401,2544.0,75cm,6.0,135.0,16.0,128.0,2131,2131
