participant_id,time,scale,period,angle,font_size,stripe_color,text,input_text
401,3175.0,75cm,7.0,45.0,16.0,128.0,5396,5396
401,5112.0,75cm,6.0,90.0,16.0,128.0,2933,2933
401,3466.0,75cm,7.0,135.0,16.0,128.0,6900,6900
401,2929.0,75cm,8.0,45.0,16.0,128.0,8221,8221
401,3623.0,75cm,6.0,45.0,16.0,128.0,6441,6441
401,6553.0,75cm,8.0,90.0,16.0,128.0,3108,3008
401,3961.0,75cm,7.0,45.0,16.0,128.0,3497,3497
401,5087.0,75cm,3.0,90.0,16.0,128.0,8678,8678
401,3423.0,75cm,7.0,90.0,16.0,128.0,1259,1259
401,3713.0,75cm,4.0,135.0,16.0,128.0,1863,1863
401,2544.0,75cm,4.0,0.0,16.0,128.0,3315,3315
401,7765.0,75cm,8.0,45.0,16.0,128.0,2783,2783
401,3557.0,75cm,5.0,90.0,16.0,128.0,5966,5966
401,3468.0,75cm,5.0,135.0,16.0,128.0,9078,9078
401,5199.0,75cm,7.0,135.0,16.0,128.0,6282,6282
401,5089.0,75cm,6.0,90.0,16.0,128.0,1498,1496
401,3177.0,75cm,7.0,90.0,16.0,128.0,5928,5925
401,4096.0,75cm,6.0,90.0,16.0,128.0,3025,3025
401,5264.0,75cm,5.0,135.0,16.0,128.0,9482,9462
401,5719.0,75cm,8.0,90.0,16.0,128.0,8527,3527
401,2430.0,75cm,7.0,135.0,16.0,128.0,5554,5554
401,6258.0,75cm,6.0,135.0,16.0,128.0,6672,8872
401,4390.0,75cm,8.0,135.0,16.0,128.0,8475,8475
401,3871.0,75cm,5.0,90.0,16.0,128.0,2747,22747
401,2659.0,75cm,4.0,0.0,16.0,128.0,6299,6299
401,5603.0,75cm,8.0,135.0,16.0,128.0,7908,7908
401,5064.0,75cm,7.0,90.0,16.0,128.0,5003,5023
401,6779.0,75cm,8.0,45.0,16.0,128.0,5398,5366
401,8751.0,75cm,4.0,90.0,16.0,128.0,1910,2510
401,2541.0,75cm,4.0,0.0,16.0,128.0,1774,1774
401,6460.0,75cm,7.0,45.0,16.0,128.0,1812,1312
401,4164.0,75cm,8.0,135.0,16.0,128.0,5119,5119
401,7157.0,75cm,4.0,90.0,16.0,128.0,8798,3798
401,4412.0,75cm,6.0,45.0,16.0,128.0,2596,2596
401,4840.0,75cm,5.0,135.0,16.0,128.0,9105,3108
401,3557.0,75cm,7.0,90.0,16.0,128.0,5436,5436
401,3420.0,75cm,8.0,90.0,16.0,128.0,7487,7487
401,3129.0,75cm,6.0,135.0,16.0,128.0,2427,2427
401,5381.0,75cm,5.0,90.0,16.0,128.0,1100,
401,3719.0,50cm,5.0,90.0,16.0,128.0,4996,4996
401,3376.0,50cm,3.0,90.0,16.0,128.0,4205,4205
401,2411.0,50cm,4.0,0.0,16.0,128.0,3125,3125
401,2476.0,50cm,8.0,135.0,16.0,128.0,2373,2373
401,2320.0,50cm,8.0,45.0,16.0,128.0,7464,7464
401,2479.0,50cm,6.0,135.0,16.0,128.0,5411,5411
401,5556.0,50cm,6.0,135.0,16.0,128.0,8727,3727
401,6798.0,50cm,6.0,90.0,16.0,128.0,1388,
401,2710.0,50cm,8.0,135.0,16.0,128.0,3596,3596
401,3152.0,50cm,5.0,90.0,16.0,128.0,9461,9461
401,4165.0,50cm,7.0,45.0,16.0,128.0,9995,9995
401,3128.0,50cm,7.0,90.0,16.0,128.0,8910,8910
401,5808.0,50cm,7.0,45.0,16.0,128.0,6991,6991
401,3760.0,50cm,8.0,135.0,16.0,128.0,3668,3668
401,3062.0,50cm,8.0,90.0,16.0,128.0,2503,2503
401,2724.0,50cm,8.0,45.0,16.0,128.0,7112,7112
401,3309.0,50cm,7.0,45.0,16.0,128.0,6495,6495
401,3107.0,50cm,6.0,45.0,16.0,128.0,8433,8433
401,3333.0,50cm,4.0,90.0,16.0,128.0,1299,1299
401,2182.0,50cm,6.0,90.0,16.0,128.0,1554,1554
401,2861.0,50cm,7.0,90.0,16.0,128.0,7419,7419
401,2320.0,50cm,5.0,135.0,16.0,128.0,9131,9131
401,2229.0,50cm,7.0,90.0,16.0,128.0,2647,2647
401,3377.0,50cm,5.0,135.0,16.0,128.0,8470,8470
401,2680.0,50cm,4.0,0.0,16.0,128.0,1931,1931
401,2884.0,50cm,8.0,90.0,16.0,128.0,9999,9899
401,2475.0,50cm,6.0,45.0,16.0,128.0,9192,9192
401,5584.0,50cm,5.0,135.0,16.0,128.0,9777,9727
401,2231.0,50cm,7.0,135.0,16.0,128.0,5228,5228
401,4657.0,50cm,6.0,135.0,16.0,128.0,3241,3243
401,3219.0,50cm,4.0,90.0,16.0,128.0,7649,7649
401,3229.0,50cm,6.0,45.0,16.0,128.0,2144,2144
401,5624.0,50cm,6.0,90.0,16.0,128.0,8744,8744
401,2518.0,50cm,8.0,90.0,16.0,128.0,5342,5342
401,2411.0,50cm,8.0,45.0,16.0,128.0,3211,3211
401,2742.0,50cm,5.0,90.0,16.0,128.0,2948,2948
401,2318.0,50cm,4.0,90.0,16.0,128.0,4957,4957
401,3761.0,50cm,7.0,135.0,16.0,128.0,6327,6327
401,2472.0,50cm,4.0,0.0,16.0,128.0,9488,9488
401,3140.0,50cm,7.0,90.0,16.0,128.0,4292,4292
401,4295.0,50cm,7.0,135.0,16.0,128.0,2817,2817
401,4186.0,50cm,4.0,135.0,16.0,128.0,9579,9579
