participant_id,time,scale,period,line_width,angle,font_size,stripe_color,text,input_text
402,4978.0,50cm,5.0,3.0,135.0,16.0,128.0,4839,4838
402,2700.0,50cm,1.0,0.0,0.0,16.0,128.0,8157,8157
402,2186.0,50cm,4.0,2.0,90.0,16.0,128.0,3374,3372
402,2678.0,50cm,6.0,2.0,45.0,16.0,128.0,7156,7156
402,2565.0,50cm,8.0,1.0,135.0,16.0,128.0,6361,6361
402,1825.0,50cm,5.0,1.0,135.0,16.0,128.0,7732,7732
402,4728.0,50cm,6.0,2.0,135.0,16.0,128.0,4539,4539
402,8150.0,50cm,6.0,3.0,135.0,16.0,128.0,8285,8285
402,5960.0,50cm,7.0,2.0,135.0,16.0,128.0,7930,7930
402,2747.0,50cm,8.0,2.0,45.0,16.0,128.0,9690,9699
402,4277.0,50cm,6.0,1.0,135.0,16.0,128.0,8283,8283
402,3309.0,50cm,7.0,2.0,45.0,16.0,128.0,8345,8345
402,2614.0,50cm,5.0,3.0,90.0,16.0,128.0,2275,2278
402,3036.0,50cm,6.0,3.0,90.0,16.0,128.0,2410,2410
402,2771.0,50cm,4.0,1.0,90.0,16.0,128.0,5849,5849
402,2026.0,50cm,5.0,1.0,90.0,16.0,128.0,5700,5700
402,2093.0,50cm,7.0,1.0,135.0,16.0,128.0,7452,7452
402,2185.0,50cm,8.0,4.0,90.0,16.0,128.0,3848,3848
402,2454.0,50cm,4.0,2.0,135.0,16.0,128.0,1461,1461
402,1824.0,50cm,5.0,2.0,90.0,16.0,128.0,8260,8560
402,1890.0,50cm,6.0,1.0,90.0,16.0,128.0,3199,3199
402,2972.0,50cm,6.0,2.0,90.0,16.0,128.0,3112,8112
402,2791.0,50cm,8.0,1.0,45.0,16.0,128.0,4073,4073
402,2297.0,50cm,8.0,3.0,45.0,16.0,128.0,9680,5680
402,4167.0,50cm,7.0,1.0,45.0,16.0,128.0,1573,1573
402,3825.0,50cm,4.0,3.0,90.0,16.0,128.0,7918,7518
402,2340.0,50cm,7.0,3.0,90.0,16.0,128.0,8247,8247
402,2612.0,50cm,8.0,3.0,90.0,16.0,128.0,7429,7429
402,5806.0,50cm,8.0,3.0,135.0,16.0,128.0,5707,5207
402,2567.0,50cm,8.0,2.0,90.0,16.0,128.0,9204,9204
402,2408.0,50cm,7.0,2.0,90.0,16.0,128.0,9932,9932
402,2228.0,50cm,7.0,4.0,90.0,16.0,128.0,7453,7458
402,2410.0,50cm,5.0,2.0,135.0,16.0,128.0,6595,5598
402,1598.0,50cm,7.0,1.0,90.0,16.0,128.0,6618,6618
402,5492.0,50cm,7.0,3.0,45.0,16.0,128.0,5806,8805
402,1778.0,50cm,3.0,2.0,90.0,16.0,128.0,2850,2850
402,2526.0,50cm,1.0,0.0,0.0,16.0,128.0,9682,9682
402,3619.0,50cm,7.0,3.0,135.0,16.0,128.0,7608,7608
402,2342.0,50cm,8.0,2.0,135.0,16.0,128.0,4549,4549
