participant_id,time,scale,period,line_width,angle,font_size,stripe_color,text,input_text
410,5671.0,50cm,7.0,4.0,90.0,16.0,128.0,3446,8453
410,2364.0,50cm,7.0,1.0,90.0,16.0,128.0,6108,6108
410,2949.0,50cm,8.0,3.0,90.0,16.0,128.0,3541,3541
410,2747.0,50cm,7.0,1.0,45.0,16.0,128.0,1261,1261
410,2452.0,50cm,5.0,2.0,90.0,16.0,128.0,3970,3970
410,2366.0,50cm,1.0,0.0,0.0,16.0,128.0,5237,5237
410,1914.0,50cm,6.0,1.0,90.0,16.0,128.0,7561,7561
410,2087.0,50cm,7.0,2.0,90.0,16.0,128.0,8960,8950
410,1762.0,50cm,5.0,2.0,135.0,16.0,128.0,1329,1329
410,5534.0,50cm,4.0,3.0,90.0,16.0,128.0,9543,8548
410,2342.0,50cm,1.0,0.0,0.0,16.0,128.0,7480,7480
410,2681.0,50cm,8.0,2.0,45.0,16.0,128.0,4132,4132
410,1979.0,50cm,3.0,2.0,90.0,16.0,128.0,9744,9744
410,2028.0,50cm,7.0,3.0,45.0,16.0,128.0,7250,7250
410,7536.0,50cm,7.0,1.0,135.0,16.0,128.0,7652,7652
410,2252.0,50cm,8.0,1.0,135.0,16.0,128.0,1765,1765
410,2498.0,50cm,4.0,2.0,135.0,16.0,128.0,7355,7365
410,2588.0,50cm,5.0,3.0,135.0,16.0,128.0,4741,4741
410,2230.0,50cm,7.0,3.0,90.0,16.0,128.0,6100,6200
410,3331.0,50cm,8.0,3.0,45.0,16.0,128.0,8341,8341
410,2882.0,50cm,6.0,3.0,135.0,16.0,128.0,6555,6555
410,3217.0,50cm,4.0,2.0,90.0,16.0,128.0,8391,8391
410,2121.0,50cm,5.0,1.0,135.0,16.0,128.0,1591,1591
410,1619.0,50cm,4.0,1.0,90.0,16.0,128.0,5210,5210
410,2051.0,50cm,8.0,3.0,135.0,16.0,128.0,6036,6936
410,1643.0,50cm,7.0,3.0,135.0,16.0,128.0,6663,6653
410,1982.0,50cm,6.0,2.0,45.0,16.0,128.0,2010,2010
410,2207.0,50cm,6.0,1.0,135.0,16.0,128.0,2845,2845
410,5941.0,50cm,7.0,2.0,135.0,16.0,128.0,1725,1725
410,2271.0,50cm,6.0,2.0,135.0,16.0,128.0,5791,5791
410,1693.0,50cm,8.0,2.0,135.0,16.0,128.0,9688,9688
410,2159.0,50cm,5.0,1.0,90.0,16.0,128.0,6648,6648
410,2949.0,50cm,7.0,2.0,45.0,16.0,128.0,2356,2356
410,2141.0,50cm,6.0,2.0,90.0,16.0,128.0,2860,2860
410,1935.0,50cm,8.0,2.0,90.0,16.0,128.0,3456,3456
410,1825.0,50cm,5.0,3.0,90.0,16.0,128.0,7069,
410,2460.0,50cm,1.0,0.0,0.0,16.0,128.0,8567,8567
410,3578.0,50cm,6.0,3.0,90.0,16.0,128.0,9751,6753
410,1915.0,50cm,8.0,1.0,45.0,16.0,128.0,1307,1307
410,1892.0,50cm,8.0,4.0,90.0,16.0,128.0,1338,1338
410,2923.0,intended,7.0,2.0,45.0,16.0,128.0,7612,7612
410,2207.0,intended,8.0,2.0,90.0,16.0,128.0,4108,4108
410,1645.0,intended,5.0,2.0,90.0,16.0,128.0,5104,5104
410,1936.0,intended,4.0,3.0,90.0,16.0,128.0,7361,7361
