participant_id,time,scale,period,line_width,angle,font_size,stripe_color,text,input_text
405,3017.0,intended,8.0,3.0,135.0,16.0,128.0,3279,3279
405,3264.0,intended,6.0,1.0,90.0,16.0,128.0,7252,7252
405,2882.0,intended,7.0,1.0,90.0,16.0,128.0,4392,4392
405,2143.0,intended,5.0,2.0,90.0,16.0,128.0,2024,2024
405,2856.0,intended,8.0,2.0,135.0,16.0,128.0,5187,5187
405,2026.0,intended,8.0,2.0,45.0,16.0,128.0,1206,1206
405,2638.0,intended,5.0,3.0,90.0,16.0,128.0,2281,2281
405,3193.0,intended,4.0,2.0,90.0,16.0,128.0,2296,2296
405,3513.0,intended,3.0,2.0,90.0,16.0,128.0,9247,9247
405,3040.0,intended,7.0,3.0,135.0,16.0,128.0,9440,9440
405,2281.0,intended,7.0,1.0,45.0,16.0,128.0,7461,7461
405,2290.0,intended,4.0,2.0,135.0,16.0,128.0,7118,7118
405,2189.0,intended,6.0,2.0,135.0,16.0,128.0,5635,5635
405,2651.0,intended,5.0,3.0,135.0,16.0,128.0,5561,5561
405,2963.0,intended,5.0,2.0,135.0,16.0,128.0,3812,3812
405,2207.0,intended,7.0,2.0,45.0,16.0,128.0,1732,1732
405,2656.0,intended,6.0,2.0,45.0,16.0,128.0,7984,7984
405,2825.0,intended,8.0,3.0,90.0,16.0,128.0,5744,5744
405,2589.0,intended,8.0,3.0,45.0,16.0,128.0,3645,3645
405,2973.0,intended,7.0,3.0,90.0,16.0,128.0,3817,3817
405,2543.0,intended,6.0,3.0,90.0,16.0,128.0,6212,6212
405,2388.0,intended,6.0,2.0,90.0,16.0,128.0,1971,1971
405,2477.0,intended,7.0,2.0,135.0,16.0,128.0,8185,8185
405,2726.0,intended,1.0,0.0,0.0,16.0,128.0,8984,8984
405,2385.0,intended,6.0,1.0,135.0,16.0,128.0,3944,3944
405,1736.0,intended,8.0,1.0,135.0,16.0,128.0,1225,1225
405,2162.0,intended,1.0,0.0,0.0,16.0,128.0,3139,3139
405,2370.0,intended,7.0,2.0,90.0,16.0,128.0,5764,5764
405,2829.0,intended,8.0,1.0,45.0,16.0,128.0,8559,8559
405,4052.0,intended,6.0,3.0,135.0,16.0,128.0,2721,2721
405,3083.0,intended,1.0,0.0,0.0,16.0,128.0,6790,6790
405,2245.0,intended,7.0,1.0,135.0,16.0,128.0,2672,2672
405,5208.0,intended,4.0,3.0,90.0,16.0,128.0,8084,3084
405,3018.0,intended,8.0,2.0,90.0,16.0,128.0,4869,4869
405,2518.0,intended,4.0,1.0,90.0,16.0,128.0,9388,9388
405,3068.0,intended,5.0,1.0,90.0,16.0,128.0,2375,2375
405,4364.0,intended,8.0,4.0,90.0,16.0,128.0,8457,3457
405,3984.0,intended,7.0,4.0,90.0,16.0,128.0,8624,8624
405,2072.0,intended,5.0,1.0,135.0,16.0,128.0,4849,4849
405,2275.0,intended,7.0,3.0,45.0,16.0,128.0,5114,5114
405,8052.0,75cm,5.0,3.0,135.0,16.0,128.0,4640,4640
405,3783.0,75cm,8.0,2.0,90.0,16.0,128.0,3847,3847
405,2637.0,75cm,5.0,2.0,135.0,16.0,128.0,5434,5434
405,2697.0,75cm,6.0,1.0,90.0,16.0,128.0,2192,2192
405,5445.0,75cm,5.0,3.0,90.0,16.0,128.0,5841,3814
405,3228.0,75cm,7.0,1.0,90.0,16.0,128.0,3428,3428
405,4809.0,75cm,4.0,3.0,90.0,16.0,128.0,3413,3412
405,3467.0,75cm,4.0,1.0,90.0,16.0,128.0,5342,5342
405,6249.0,75cm,6.0,3.0,135.0,16.0,128.0,6687,6867
405,3412.0,75cm,6.0,2.0,135.0,16.0,128.0,1768,1768
405,2205.0,75cm,1.0,0.0,0.0,16.0,128.0,1825,1825
405,6303.0,75cm,7.0,3.0,45.0,16.0,128.0,7099,7999
405,3275.0,75cm,7.0,2.0,45.0,16.0,128.0,9965,9965
405,5640.0,75cm,6.0,2.0,90.0,16.0,128.0,7385,7385
405,6279.0,75cm,7.0,2.0,90.0,16.0,128.0,3402,3492
405,3737.0,75cm,8.0,2.0,45.0,16.0,128.0,5289,5289
405,11346.0,75cm,7.0,3.0,90.0,16.0,128.0,3015,3016
405,3510.0,75cm,5.0,1.0,90.0,16.0,128.0,5549,5549
405,8101.0,75cm,5.0,2.0,90.0,16.0,128.0,3967,3967
405,3961.0,75cm,8.0,3.0,90.0,16.0,128.0,6078,3278
405,3784.0,75cm,7.0,1.0,135.0,16.0,128.0,9173,9173
