scale_factor,line_orientation,line_angle,original_ocr_text,original_accuracy,processed_ocr_text,processed_accuracy,line_period,duty_cycle
0.75,d,60,,0.0,_seotgnogeaones MEER INCEST OTST,0.15625,2,0.05
0.75,d,60,,0.0,_seotgnogeaones MEER INCEST OTST,0.15625,2,0.1
0.75,d,60,,0.0,_seotgnogeaones MEER INCEST OTST,0.15625,2,0.15
0.75,d,60,,0.0,_seotgnogeaones MEER INCEST OTST,0.15625,2,0.2
0.75,d,60,,0.0,_seotgnogeaones MEER INCEST OTST,0.15625,2,0.25
0.75,d,60,,0.0,_seotgnogeaones MEER INCEST OTST,0.15625,2,0.3
0.75,d,60,,0.0,_seotgnogeaones MEER INCEST OTST,0.15625,2,0.35
0.75,d,60,,0.0,_seotgnogeaones MEER INCEST OTST,0.15625,2,0.4
0.75,d,60,,0.0,_seotgnogeaones MEER INCEST OTST,0.15625,2,0.45
0.75,d,60,,0.0,_seotgnogeaones MEER INCEST OTST,0.15625,2,0.5
0.75,d,60,,0.0,_seotgnogeaones MEER INCEST OTST,0.15625,2,0.55
0.75,d,60,,0.0,_seotgnogeaones MEER INCEST OTST,0.15625,2,0.6
0.75,d,60,,0.0,_seotgnogeaones MEER INCEST OTST,0.15625,2,0.65
0.75,d,60,,0.0,_seotgnogeaones MEER INCEST OTST,0.15625,2,0.7
0.75,d,60,"ateslolghiimnoeaisuvey2 M

 

HlUKLANOPORSTUMWHYZ 9128490720",0.453125,sel lmacenuci 2 ECCAFOM UML INORRSTUBEYZO 128456720,0.328125,4,0.05
0.75,d,60,"ateslolghiimnoeaisuvey2 M

 

HlUKLANOPORSTUMWHYZ 9128490720",0.453125,sel lmacenuci 2 ECCAFOM UML INORRSTUBEYZO 128456720,0.328125,4,0.1
0.75,d,60,"ateslolghiimnoeaisuvey2 M

 

HlUKLANOPORSTUMWHYZ 9128490720",0.453125,sel lmacenuci 2 ECCAFOM UML INORRSTUBEYZO 128456720,0.328125,4,0.15
0.75,d,60,"ateslolghiimnoeaisuvey2 M

 

HlUKLANOPORSTUMWHYZ 9128490720",0.453125,sel lmacenuci 2 ECCAFOM UML INORRSTUBEYZO 128456720,0.328125,4,0.2
0.75,d,60,"ateslolghiimnoeaisuvey2 M

 

HlUKLANOPORSTUMWHYZ 9128490720",0.453125,sel lmacenuci 2 ECCAFOM UML INORRSTUBEYZO 128456720,0.328125,4,0.25
0.75,d,60,"ateslolghiimnoeaisuvey2 M

 

HlUKLANOPORSTUMWHYZ 9128490720",0.453125,sel lmacenuci 2 ECCAFOM UML INORRSTUBEYZO 128456720,0.328125,4,0.3
0.75,d,60,"ateslolghiimnoeaisuvey2 M

 

HlUKLANOPORSTUMWHYZ 9128490720",0.453125,sel lmacenuci 2 ECCAFOM UML INORRSTUBEYZO 128456720,0.328125,4,0.35
0.75,d,60,"ateslolghiimnoeaisuvey2 M

 

HlUKLANOPORSTUMWHYZ 9128490720",0.453125,sel lmacenuci 2 ECCAFOM UML INORRSTUBEYZO 128456720,0.328125,4,0.4
0.75,d,60,"ateslolghiimnoeaisuvey2 M

 

HlUKLANOPORSTUMWHYZ 9128490720",0.453125,sel lmacenuci 2 ECCAFOM UML INORRSTUBEYZO 128456720,0.328125,4,0.45
0.75,d,60,"ZO
Zo

UM
ERE",0.046875,,0.0,4,0.5
0.75,d,60,"ZO
Zo

UM
ERE",0.046875,,0.0,4,0.55
0.75,d,60,"ZO
Zo

UM
ERE",0.046875,,0.0,4,0.6
0.75,d,60,"ZO
Zo

UM
ERE",0.046875,,0.0,4,0.65
0.75,d,60,"ZO
Zo

UM
ERE",0.046875,,0.0,4,0.7
0.75,d,60,_2beriafghujklinnoparstuwvoyz ABCDEFGH!JKLMANORORSTUVWXYZ 012945679,0.703125,"‘sul ncpatucray: CORED NOPCRST VIZ 0128488760,",0.328125,6,0.05
0.75,d,60,_2beriafghujklinnoparstuwvoyz ABCDEFGH!JKLMANORORSTUVWXYZ 012945679,0.703125,"‘sul ncpatucray: CORED NOPCRST VIZ 0128488760,",0.328125,6,0.1
0.75,d,60,_2beriafghujklinnoparstuwvoyz ABCDEFGH!JKLMANORORSTUVWXYZ 012945679,0.703125,"‘sul ncpatucray: CORED NOPCRST VIZ 0128488760,",0.328125,6,0.15
0.75,d,60,_2beriafghujklinnoparstuwvoyz ABCDEFGH!JKLMANORORSTUVWXYZ 012945679,0.703125,"‘sul ncpatucray: CORED NOPCRST VIZ 0128488760,",0.328125,6,0.2
0.75,d,60,_2beriafghujklinnoparstuwvoyz ABCDEFGH!JKLMANORORSTUVWXYZ 012945679,0.703125,"‘sul ncpatucray: CORED NOPCRST VIZ 0128488760,",0.328125,6,0.25
0.75,d,60,_2beriafghujklinnoparstuwvoyz ABCDEFGH!JKLMANORORSTUVWXYZ 012945679,0.703125,"‘sul ncpatucray: CORED NOPCRST VIZ 0128488760,",0.328125,6,0.3
0.75,d,60,,0.0,,0.0,6,0.35
0.75,d,60,,0.0,,0.0,6,0.4
0.75,d,60,,0.0,,0.0,6,0.45
0.75,d,60,,0.0,RX rein,0.046875,6,0.5
0.75,d,60,,0.0,RX rein,0.046875,6,0.55
0.75,d,60,,0.0,RX rein,0.046875,6,0.6
0.75,d,60,,0.0,RX rein,0.046875,6,0.65
0.75,d,60,,0.0,,0.0,6,0.7
0.75,d,60,aberdofghijidmnonarstuvny/z ABCDEFGHIIKLMAOPORSTUVWXYZ 0128456789.,0.765625,_telhpmnennin FECORFG URL MIORORSTUNYZ 125456700,0.359375,8,0.05
0.75,d,60,aberdofghijidmnonarstuvny/z ABCDEFGHIIKLMAOPORSTUVWXYZ 0128456789.,0.765625,_telhpmnennin FECORFG URL MIORORSTUNYZ 125456700,0.359375,8,0.1
0.75,d,60,aberdofghijidmnonarstuvny/z ABCDEFGHIIKLMAOPORSTUVWXYZ 0128456789.,0.765625,_telhpmnennin FECORFG URL MIORORSTUNYZ 125456700,0.359375,8,0.15
0.75,d,60,aberdofghijidmnonarstuvny/z ABCDEFGHIIKLMAOPORSTUVWXYZ 0128456789.,0.765625,_telhpmnennin FECORFG URL MIORORSTUNYZ 125456700,0.359375,8,0.2
0.75,d,60,abeofehijelmnenarstevann/s ABQDEFGHIUKLMOPIASTU WAY Z 0123456709,0.640625,RRR,0.015625,8,0.25
0.75,d,60,abeofehijelmnenarstevann/s ABQDEFGHIUKLMOPIASTU WAY Z 0123456709,0.640625,RRR,0.015625,8,0.3
0.75,d,60,abeofehijelmnenarstevann/s ABQDEFGHIUKLMOPIASTU WAY Z 0123456709,0.640625,RRR,0.015625,8,0.35
0.75,d,60,POE RR LE,0.046875,RRR RRR,0.03125,8,0.4
0.75,d,60,POE RR LE,0.046875,RRR RRR,0.03125,8,0.45
0.75,d,60,PERRIN,0.046875,,0.0,8,0.5
0.75,d,60,PERRIN,0.046875,,0.0,8,0.55
0.75,d,60,PERRIN,0.046875,,0.0,8,0.6
0.75,d,60,,0.0,,0.0,8,0.65
0.75,d,60,,0.0,,0.0,8,0.7
0.75,d,60,abextefgniivlinroparstuningy2 ABSCEFSHISKLMNOPORSTUVWAYZ 0123468789,0.65625,_steslgtioncpanturinys CCAP MURLINORORSTINNYZ 0123485700,0.375,10,0.05
0.75,d,60,abextefgniivlinroparstuningy2 ABSCEFSHISKLMNOPORSTUVWAYZ 0123468789,0.65625,_steslgtioncpanturinys CCAP MURLINORORSTINNYZ 0123485700,0.375,10,0.1
0.75,d,60,abextefgniivlinroparstuningy2 ABSCEFSHISKLMNOPORSTUVWAYZ 0123468789,0.65625,_steslgtioncpanturinys CCAP MURLINORORSTINNYZ 0123485700,0.375,10,0.15
0.75,d,60,"abettetghjrlignoparsttnwnn)2 ABSDEFSHISKLIMVOPOR:

 

ryWwx¥2 0123480709",0.4375,RN,0.015625,10,0.2
0.75,d,60,"abettetghjrlignoparsttnwnn)2 ABSDEFSHISKLIMVOPOR:

 

ryWwx¥2 0123480709",0.4375,RN,0.015625,10,0.25
0.75,d,60,abeefghfliaroparetunaanyz MBECERSHIOKLMOPORSTIOWANZ OT,0.4375,RRA,0.015625,10,0.3
0.75,d,60,abeefghfliaroparetunaanyz MBECERSHIOKLMOPORSTIOWANZ OT,0.4375,RRA,0.015625,10,0.35
0.75,d,60,,0.0,RRRARSSVArway,0.0625,10,0.4
0.75,d,60,,0.0,RRRARSSVArway,0.0625,10,0.45
0.75,d,60,PEARED),0.03125,RRQ SSAR~ay,0.03125,10,0.5
0.75,d,60,PEARED),0.03125,RRQ SSAR~ay,0.03125,10,0.55
0.75,d,60,"RAMA
PERERA",0.0625,,0.0,10,0.6
0.75,d,60,"RAMA
PERERA",0.0625,,0.0,10,0.65
0.75,d,60,"A
KANN RAARAAARRRN NNN",0.0625,,0.0,10,0.7
0.75,d,60,‘bedefghiyktmnopqrstuway AEQDEFGH!JKL MNOPORSTUVWXYZ 0129458788,0.765625,"_stestghincenitcnay ECCRFCARLNOFCRSTUWINYZ 0128486700,",0.375,12,0.05
0.75,d,60,‘bedefghiyktmnopqrstuway AEQDEFGH!JKL MNOPORSTUVWXYZ 0129458788,0.765625,"_stestghincenitcnay ECCRFCARLNOFCRSTUWINYZ 0128486700,",0.375,12,0.1
0.75,d,60,‘bedefghiyktmnopqrstuway AEQDEFGH!JKL MNOPORSTUVWXYZ 0129458788,0.765625,"_stestghincenitcnay ECCRFCARLNOFCRSTUWINYZ 0128486700,",0.375,12,0.15
0.75,d,60,‘bitefghiyktminobrstuwiny2 ABQDEFGH KL MNOPORSTUYWXYZ 6129458798,0.640625,eames eae,0.0625,12,0.2
0.75,d,60,‘nbetetghiiktmnokgistuewiy2 ABCDEPGNIR_VNOPORSTOWKIZ O1224¢5)90,0.515625,RRRRSEAAAH,0.03125,12,0.25
0.75,d,60,‘nbetetghiiktmnokgistuewiy2 ABCDEPGNIR_VNOPORSTOWKIZ O1224¢5)90,0.515625,RRRRSEAAAH,0.03125,12,0.3
0.75,d,60,,0.0,RRRRAAVVAnngnn,0.03125,12,0.35
0.75,d,60,,0.0,RRRRAAVVAnngnn,0.03125,12,0.4
0.75,d,60,SEWASIO Na ean,0.0625,RR BO~n—9ny,0.046875,12,0.45
0.75,d,60,SEMAINE,0.046875,ROA,0.015625,12,0.5
0.75,d,60,SEMAINE,0.046875,ROA,0.015625,12,0.55
0.75,d,60,,0.0,RANA,0.03125,12,0.6
0.75,d,60,,0.0,RANA,0.03125,12,0.65
0.75,d,60,,0.0,LR,0.03125,12,0.7
0.75,d,60,abodsfghijklmnoparstuwon/z ABCDEFGHIIKLMINOPORSTU VWXYZ 0123456789,0.828125,“hesofuktmacparse/ ABCCEFCHURLNORORSTUAIYZ 0125486700,0.453125,14,0.05
0.75,d,60,abodsfghijklmnoparstuwon/z ABCDEFGHIIKLMINOPORSTU VWXYZ 0123456789,0.828125,“hesofuktmacparse/ ABCCEFCHURLNORORSTUAIYZ 0125486700,0.453125,14,0.1
0.75,d,60,aboasfghjklmioparstwon/s ABCDEFCHIYKLMINOPORSTU YWi<¥20123498799,0.609375,trectaeiacaaio,0.03125,14,0.15
0.75,d,60,aboasfghjklmioparstwon/s ABCDEFCHIYKLMINOPORSTU YWi<¥20123498799,0.609375,trectaeiacaaio,0.03125,14,0.2
0.75,d,60,aboafgtpelmnoparsiem on/s ARCDEFCHIYKLYINORORETU YWicv29129496)99,0.453125,QaPeRR RAR),0.046875,14,0.25
0.75,d,60,yeti mop rsa Wonye ALCDEFUHICKDIINOFORETUWWixy29 Ti3aca) a8,0.328125,LARVA,0.046875,14,0.3
0.75,d,60,yeti mop rsa Wonye ALCDEFUHICKDIINOFORETUWWixy29 Ti3aca) a8,0.328125,LARVA,0.046875,14,0.35
0.75,d,60,,0.0,BRERAREAAANH),0.046875,14,0.4
0.75,d,60,,0.0,RRRRAVAAVAn°nggy,0.03125,14,0.45
0.75,d,60,"DRERAR RIAA SIRE RAD,",0.0625,RAVAN,0.03125,14,0.5
0.75,d,60,"DRERAR RIAA SIRE RAD,",0.0625,RAVAN,0.03125,14,0.55
0.75,d,60,"SERRA MARIA Rae n aR,",0.0625,RR AQ,0.046875,14,0.6
0.75,d,60,"SRE eA aM AA,",0.0625,RR AA,0.03125,14,0.65
0.75,d,60,"SRE eA aM AA,",0.0625,RR AA,0.03125,14,0.7
0.75,d,60,abedofghijkimnoaistuvny/z AECDEFGHIJKLMAOPQRSTUVWRXYZ 0123466789,0.796875,_stedelhklnennntiny RCOEFGURLARIORORSTUNNAYZ 0125456760,0.421875,16,0.05
0.75,d,60,abedofghijkimnoaistuvny/z AECDEFGHIJKLMAOPQRSTUVWRXYZ 0123466789,0.796875,_stedelhklnennntiny RCOEFGURLARIORORSTUNNAYZ 0125456760,0.421875,16,0.1
0.75,d,60,abedofghiklmnenqrstuvaon/s ABQDEFGH KL MOP RSTUVWRYZ 6123456780,0.703125,"eit,",0.046875,16,0.15
0.75,d,60,abedefahiiklmnnaistuvangis ABSDEFGH IJKMAIOPORETULWRYZ 6128466780,0.609375,aneee aaa SANA RaS,0.078125,16,0.2
0.75,d,60,pede fol sktigneoaietuv ony ABTDEEGH IIR! MAJOR QRETUVINKYZ 0125456785,0.421875,QSPRS ISAM,0.0625,16,0.25
0.75,d,60,pede fol sktigneoaietuv ony ABTDEEGH IIR! MAJOR QRETUVINKYZ 0125456785,0.421875,QSPRS ISAM,0.0625,16,0.3
0.75,d,60,Wditiviniitisisaietninet ima,0.078125,QRS SMALE,0.0625,16,0.35
