scale_factor,line_orientation,line_angle,original_ocr_text,original_accuracy,processed_ocr_text,processed_accuracy,line_period,duty_cycle
0.75,d,75,abece fanijcmnopaistunvioy ARCDEFSHIIKLMNORORSTINWAYZ C1,0.53125,"atecelonrompmenrnya MCOSFSHUFLNORORSTNGINYZ 123466769,",0.375,6,0.15
0.75,d,75,abece fanijcmnopaistunvioy ARCDEFSHIIKLMNORORSTINWAYZ C1,0.53125,"atecelonrompmenrnya MCOSFSHUFLNORORSTNGINYZ 123466769,",0.375,6,0.2
0.75,d,75,abece fanijcmnopaistunvioy ARCDEFSHIIKLMNORORSTINWAYZ C1,0.53125,"atecelonrompmenrnya MCOSFSHUFLNORORSTNGINYZ 123466769,",0.375,6,0.25
0.75,d,75,abece fanijcmnopaistunvioy ARCDEFSHIIKLMNORORSTINWAYZ C1,0.53125,"atecelonrompmenrnya MCOSFSHUFLNORORSTNGINYZ 123466769,",0.375,6,0.3
0.75,d,75,"Fld 2FLMNGI

 

sbecefan yeaminopaisewipy2 ABCD) CRSTUNWY ZC",0.0625,ee etree,0.03125,6,0.35
0.75,d,75,"Fld 2FLMNGI

 

sbecefan yeaminopaisewipy2 ABCD) CRSTUNWY ZC",0.0625,ee etree,0.03125,6,0.4
0.75,d,75,"Fld 2FLMNGI

 

sbecefan yeaminopaisewipy2 ABCD) CRSTUNWY ZC",0.0625,ee etree,0.03125,6,0.45
0.75,d,75,,0.0,ee,0.015625,6,0.5
0.75,d,75,,0.0,ee,0.015625,6,0.55
0.75,d,75,,0.0,ee,0.015625,6,0.6
0.75,d,75,,0.0,ee,0.015625,6,0.65
0.75,d,75,,0.0,DARA,0.03125,6,0.7
0.75,d,75,abetefghuiktmnoncrdtuvyeyz ASCDEFG HI KLMNOPORSTUWWIXYZ 9123486786,0.703125,-atestohennonceiney ACORFSHIUILNCRORSTUNZ 929486786,0.359375,8,0.05
0.75,d,75,abetefghuiktmnoncrdtuvyeyz ASCDEFG HI KLMNOPORSTUWWIXYZ 9123486786,0.703125,-atestohennonceiney ACORFSHIUILNCRORSTUNZ 929486786,0.359375,8,0.1
0.75,d,75,abetefghuiktmnoncrdtuvyeyz ASCDEFG HI KLMNOPORSTUWWIXYZ 9123486786,0.703125,-atestohennonceiney ACORFSHIUILNCRORSTUNZ 929486786,0.359375,8,0.15
0.75,d,75,abetefghuiktmnoncrdtuvyeyz ASCDEFG HI KLMNOPORSTUWWIXYZ 9123486786,0.703125,-atestohennonceiney ACORFSHIUILNCRORSTUNZ 929486786,0.359375,8,0.2
0.75,d,75,abcaetihulkminobeettvve)2 AXCCEGHIJFLMINOPORSTUWWRYZ 9 1Z34eE7ae,0.515625,(eee teat,0.03125,8,0.25
0.75,d,75,abcaetihulkminobeettvve)2 AXCCEGHIJFLMINOPORSTUWWRYZ 9 1Z34eE7ae,0.515625,(eee teat,0.03125,8,0.3
0.75,d,75,abcaetihulkminobeettvve)2 AXCCEGHIJFLMINOPORSTUWWRYZ 9 1Z34eE7ae,0.515625,(eee teat,0.03125,8,0.35
0.75,d,75,,0.0,A SALRINANAAAAANNAANRIN,0.046875,8,0.4
0.75,d,75,,0.0,A SALRINANAAAAANNAANRIN,0.046875,8,0.45
0.75,d,75,"‘estan ranee Seal iecaina cansridiye bree |

Ze",0.078125,RR,0.015625,8,0.5
0.75,d,75,"‘estan ranee Seal iecaina cansridiye bree |

Ze",0.078125,RR,0.015625,8,0.55
0.75,d,75,"‘estan ranee Seal iecaina cansridiye bree |

Ze",0.078125,RR,0.015625,8,0.6
0.75,d,75,,0.0,,0.0,8,0.65
0.75,d,75,,0.0,,0.0,8,0.7
0.75,d,75,abédefehiykimnoparstumonyz ASCDEFSHIIK MNOPORSTUVWXYZ 9122456789,0.765625,aheelgnnnepahtuvinya ASCOEFSHR MNOASTUWYZ 28486700,0.453125,10,0.05
0.75,d,75,abédefehiykimnoparstumonyz ASCDEFSHIIK MNOPORSTUVWXYZ 9122456789,0.765625,aheelgnnnepahtuvinya ASCOEFSHR MNOASTUWYZ 28486700,0.453125,10,0.1
0.75,d,75,abédefehiykimnoparstumonyz ASCDEFSHIIK MNOPORSTUVWXYZ 9122456789,0.765625,aheelgnnnepahtuvinya ASCOEFSHR MNOASTUWYZ 28486700,0.453125,10,0.15
0.75,d,75,abide feh yktmnop arate my ASCDEFSHIEK: MMNOPCRETUVINAYZ 912249679,0.546875,\abaal heard emma,0.0625,10,0.2
0.75,d,75,abide feh yktmnop arate my ASCDEFSHIEK: MMNOPCRETUVINAYZ 912249679,0.546875,\abaal heard emma,0.0625,10,0.25
0.75,d,75,abide fen ykim nop yntev yy ABCD =FSHIEK RINOACAETIVINKAZ 9 204E7ES,0.40625,(HARRIE aa a,0.046875,10,0.3
0.75,d,75,abide fen ykim nop yntev yy ABCD =FSHIEK RINOACAETIVINKAZ 9 204E7ES,0.40625,(HARRIE aa a,0.046875,10,0.35
0.75,d,75,,0.0,(RRA RRR,0.03125,10,0.4
0.75,d,75,,0.0,(RRA RRR,0.03125,10,0.45
0.75,d,75,(Senedd) od aa taiaarocaradien tea,0.0625,(RRR,0.015625,10,0.5
0.75,d,75,(Senedd) od aa taiaarocaradien tea,0.0625,(RRR,0.015625,10,0.55
0.75,d,75,,0.0,,0.0,10,0.6
0.75,d,75,,0.0,,0.0,10,0.65
0.75,d,75,"AALAND ARAN AAAS AAA AAA
VAN eever i veeerenes ert",0.046875,,0.0,10,0.7
0.75,d,75,abecefghijkimnopaistuwoyz ABCDEFGHIUKLMNORORSTUYWRYZ 0123466789,0.796875,atecefgnkmncpainya COEF MURLNORORSTUYZ 129466760,0.4375,12,0.05
0.75,d,75,abecefghijkimnopaistuwoyz ABCDEFGHIUKLMNORORSTUYWRYZ 0123466789,0.796875,atecefgnkmncpainya COEF MURLNORORSTUYZ 129466760,0.4375,12,0.1
0.75,d,75,abecefghijkimnopaistuwoyz ABCDEFGHIUKLMNORORSTUYWRYZ 0123466789,0.796875,atecefgnkmncpainya COEF MURLNORORSTUYZ 129466760,0.4375,12,0.15
0.75,d,75,abedsfahykimhopaiste won)z ABCDEFGH JKLMINOPORSTUNWAY? 6129456789,0.65625,(Ree lean,0.03125,12,0.2
0.75,d,75,abecsfgh jk maopaiste on z \B°D2FGH ILI INOPORS WIWKY? (129456769,0.53125,(ARRAS aie,0.046875,12,0.25
0.75,d,75,abecsfgh jk maopaiste on z \B°D2FGH ILI INOPORS WIWKY? (129456769,0.53125,(ARRAS aie,0.046875,12,0.3
0.75,d,75,,0.0,AAA,0.015625,12,0.35
0.75,d,75,,0.0,AAA,0.015625,12,0.4
0.75,d,75,,0.0,AAA,0.015625,12,0.45
0.75,d,75,Weir ed eater ai aetna,0.078125,AAA,0.015625,12,0.5
0.75,d,75,Weir ed eater ai aetna,0.078125,AAA,0.015625,12,0.55
0.75,d,75,,0.0,VAYAMA,0.03125,12,0.6
0.75,d,75,,0.0,VAYAMA,0.03125,12,0.65
0.75,d,75,,0.0,DARA,0.03125,12,0.7
0.75,d,75,atedefgnijkImnoparstu yz ABDDEFGHIJKL MNOPORSTUVWXYZ 9123486782,0.78125,ateetgtnonaitu ney? BPOEFCH KL MNOORSTIVINYZ 9123486786,0.484375,14,0.05
0.75,d,75,atedefgnijkImnoparstu yz ABDDEFGHIJKL MNOPORSTUVWXYZ 9123486782,0.78125,ateetgtnonaitu ney? BPOEFCH KL MNOORSTIVINYZ 9123486786,0.484375,14,0.1
0.75,d,75,atadefainihmnoparstuwoyz ABPDEFC HI)KLMIYOPORSTUVWXYZ 9129458 786,0.65625,oblate,0.046875,14,0.15
0.75,d,75,atadefainihmnoparstuwoyz ABPDEFC HI)KLMIYOPORSTUVWXYZ 9129458 786,0.65625,oblate,0.046875,14,0.2
0.75,d,75,aticdefg ah mopar tuywoyz AB2D=FC HIKt MiJOPORSTUV WAYZ 9173458786,0.5625,(eave daeatalacidea |,0.0625,14,0.25
0.75,d,75,atid fa bil Imnoyeyf tu w. yz AB2D “FEMI IKiMAJO208 STJV WaYZ 9113456 86,0.40625,(aad alas |,0.0625,14,0.3
0.75,d,75,atid fa bil Imnoyeyf tu w. yz AB2D “FEMI IKiMAJO208 STJV WaYZ 9113456 86,0.40625,(aad alas |,0.0625,14,0.35
0.75,d,75,,0.0,ade aiadadla ls |,0.09375,14,0.4
0.75,d,75,Vise lira tteruietenl tne eres,0.078125,STDIN TANOLNAANAANAY,0.078125,14,0.45
0.75,d,75,Veer sor deedl ranean |,0.078125,SARA SAMA),0.046875,14,0.5
0.75,d,75,Veer sor deedl ranean |,0.078125,SARA SAMA),0.046875,14,0.55
0.75,d,75,,0.0,AMARA),0.046875,14,0.6
0.75,d,75,,0.0,,0.0,14,0.65
0.75,d,75,,0.0,,0.0,14,0.7
0.75,d,75,abedefahjktmnopcrstuvey2 ABCDEFGHIUKLMNOPORSTUWW/XYZ 0123456786,0.796875,steal shkenopeetoner RCORFGUFLNORORSTUW YZ 0129456786,0.453125,16,0.05
0.75,d,75,abedefahjktmnopcrstuvey2 ABCDEFGHIUKLMNOPORSTUWW/XYZ 0123456786,0.796875,steal shkenopeetoner RCORFGUFLNORORSTUW YZ 0129456786,0.453125,16,0.1
0.75,d,75,abode fa ikimnapcyste weyz ABCDETGHIUKLNINOPORSTUW!XY2 0129456786,0.65625,"eee
cc
ih

WAVY",0.0625,16,0.15
0.75,d,75,ede fgh ik mnaperstew oyz ABE DETGHIIJKLWNCPORSTIW /X¥2 0129456786,0.5625,Sepa late,0.046875,16,0.2
0.75,d,75,"avede fa yk mrigpe stew yz 4B, DE=GI'IJVLW NCPOH ST 1Wv?X¥7 0 23 $5E78E",0.375,Seeded,0.03125,16,0.25
0.75,d,75,"avede fa yk mrigpe stew yz 4B, DE=GI'IJVLW NCPOH ST 1Wv?X¥7 0 23 $5E78E",0.375,Seeded,0.03125,16,0.3
0.75,d,75,\elil te plabalolshlasycalerwnes ma,0.09375,Nhat |,0.046875,16,0.35
0.75,d,75,ele hel tatatclbancalata tata,0.078125,Ves esd |,0.0625,16,0.4
0.75,d,75,(oleae heal s\i acdlirirea aa,0.078125,VERA ARS |,0.078125,16,0.45
0.75,d,75,Veo Reale Acai,0.078125,Vea),0.015625,16,0.5
0.75,d,75,Veo Reale Acai,0.078125,Vea),0.015625,16,0.55
0.75,d,75,,0.0,(Mayda Masa o230 2 022)),0.078125,16,0.6
0.75,d,75,,0.0,(AAAs aaa)!,0.03125,16,0.65
0.75,d,75,,0.0,(Aaa 3\),0.046875,16,0.7
