scale_factor,line_orientation,line_angle,original_ocr_text,original_accuracy,processed_ocr_text,processed_accuracy,line_period,duty_cycle
0.75,v,90,"ated

 

SH MLMIC>CRETL VWXYZ 0"" 21486; 86

 

Fe kl mnopa iste wo 2. BPC-",0,|i trl |,0.046875,12,0.25
0.75,v,90,"ated

 

SH MLMIC>CRETL VWXYZ 0"" 21486; 86

 

Fe kl mnopa iste wo 2. BPC-",0,|i trl |,0.046875,12,0.3
0.75,v,90,,0,|AIM itll |,0.0625,12,0.35
0.75,v,90,,0,|AIM itll |,0.0625,12,0.4
0.75,v,90,,0,[HAGA MAL bid |,0.0625,12,0.45
0.75,v,90,,0,|HASSAAL AcOH |,0.0625,12,0.5
0.75,v,90,,0,|HASSAAL AcOH |,0.0625,12,0.55
0.75,v,90,,0,[HALSALL CH |,0.0625,12,0.6
0.75,v,90,,0,[HALSALL CH |,0.0625,12,0.65
0.75,v,90,,0,[VARMA eH,0.046875,12,0.7
0.75,v,90,"abede ‘ahiik mnogarstuvwayz ABDDEFGHIJKLM NOPOAS""UYWAYZ 0° 23465789",0.6875,"shee ak moeartuny2 DORE YoRORS UNEHZ 0"" 23485780",0.328125,14,0.05
0.75,v,90,"abede ‘ahiik mnogarstuvwayz ABDDEFGHIJKLM NOPOAS""UYWAYZ 0° 23465789",0.6875,"shee ak moeartuny2 DORE YoRORS UNEHZ 0"" 23485780",0.328125,14,0.1
0.75,v,90,‘bese ahiik mnoprstuvway ABDEFCHIIKLM VORO 3S INW:Vz 0° 2846879,0.515625,"sleet

chitin

sth",0.0625,14,0.15
0.75,v,90,‘bese ahiik mnoprstuvway ABDEFCHIIKLM VORO 3S INW:Vz 0° 2846879,0.515625,"sleet

chitin

sth",0.0625,14,0.2
0.75,v,90,"hbcde ahiik morrstuywoyz ABD FC HLIKMNC>O3S/U\W.

 

0125483769",0.5,|b et,0.046875,14,0.25
0.75,v,90,bode ah 1k mt of arcu wn y2 ABD FCHLUK M NC>O 3S Ul WY; 0° 2645 ;7¢8,0.34375,| bbb tell,0.03125,14,0.3
0.75,v,90,bode ah 1k mt of arcu wn y2 ABD FCHLUK M NC>O 3S Ul WY; 0° 2645 ;7¢8,0.34375,| bbb tell,0.03125,14,0.35
0.75,v,90,,0,| pebbled elle seb,0.0625,14,0.4
0.75,v,90,,0,| Abb Abe ebb,0.046875,14,0.45
0.75,v,90,,0,"| obit

SALE",0.0625,14,0.5
0.75,v,90,,0,"| obit

SALE",0.0625,14,0.55
0.75,v,90,,0,[HAHA Mel eb,0.0625,14,0.6
0.75,v,90,,0,[PHASER Mb,0.0625,14,0.65
0.75,v,90,,0,[PHASER Mb,0.0625,14,0.7
0.75,v,90,«beef hil lmnoparstuvenn'z ABCDEFSH JKLMNOFORSTL VWXYZ 0° 23466789,0.6875,"“teeth mopartin BCORFSH JKLMTORORSTL NY? 0"" 25486780",0.421875,16,0.05
0.75,v,90,«beef hil lmnoparstuvenn'z ABCDEFSH JKLMNOFORSTL VWXYZ 0° 23466789,0.6875,"“teeth mopartin BCORFSH JKLMTORORSTL NY? 0"" 25486780",0.421875,16,0.1
0.75,v,90,bec efchilemnoyeystuviny z ASCDEF3H JKLMIJOFORSTLXY.? 0723 156786,0.546875,| ft oi,0.046875,16,0.15
0.75,v,90,«bec of hil lr moj qrstuvann z ASCDEF3H JK_MIJOFORSTLM XY E0° 2846678,0.46875,"| ball

eel",0.015625,16,0.2
0.75,v,90,boc efchij lm n9| qre-uv wn z ASOVIEFSH JK MINOFORSTLWM XY '0: 23 15E 78,0.421875,| baat eda oe,0.046875,16,0.25
0.75,v,90,boc efchij lm n9| qre-uv wn z ASOVIEFSH JK MINOFORSTLWM XY '0: 23 15E 78,0.421875,| baat eda oe,0.046875,16,0.3
0.75,v,90,"{bo ef hil :l-70 qu we 2 #30 1EFSH UKM JOLORSTLWW XY 10,23 I6e 78!",0.34375,babel lease bee,0.078125,16,0.35
0.75,v,90,,0,| bse eet be,0.046875,16,0.4
0.75,v,90,,0,| Heeb ee el bt bh,0.0625,16,0.45
0.75,v,90,,0,| HAA ERM Sb bt bl,0.078125,16,0.5
0.75,v,90,,0,| HAA ERM Sb bt bl,0.078125,16,0.55
0.75,v,90,,0,,0,16,0.6
0.75,v,90,,0,| [PELL AML eee,0.0625,16,0.65
0.75,v,90,,0,,0,16,0.7
