scale_factor,line_angle,original_ocr_text,original_accuracy,processed_ocr_text,processed_accuracy,line_period,duty_cycle
0.6,165,,0.0,ABCDEFGHIIKLMNOPQRSTUVWHYL,0.8846153846153846,4,0.05
0.6,165,,0.0,ABCDEFGHIIKLMNOPQRSTUVWHYL,0.8846153846153846,4,0.1
0.6,165,,0.0,ABCDEFGHIIKLMNOPQRSTUVWHYL,0.8846153846153846,4,0.15
0.6,165,,0.0,ABCDEFGHIIKLMNOPQRSTUVWHYL,0.8846153846153846,4,0.2
0.6,165,,0.0,ABCDEFGHIIKLMNOPQRSTUVWHYL,0.8846153846153846,4,0.25
0.6,165,,0.0,ABCDEFGHIIKLMNOPQRSTUVWHYL,0.8846153846153846,4,0.3
0.6,165,,0.0,ABCDEFGHIIKLMNOPQRSTUVWHYL,0.8846153846153846,4,0.35
0.6,165,,0.0,ABCDEFGHIIKLMNOPQRSTUVWHYL,0.8846153846153846,4,0.4
0.6,165,,0.0,ABCDEFGHIIKLMNOPQRSTUVWHYL,0.8846153846153846,4,0.45
0.6,165,,0.0,ABCDEFGHIKLMMIOPORSTUMWXY?,0.7692307692307692,4,0.5
0.6,165,,0.0,ABCDEFGHIKLMMIOPORSTUMWXY?,0.7692307692307692,4,0.55
0.6,165,,0.0,ABCDEFGHIKLMMIOPORSTUMWXY?,0.7692307692307692,4,0.6
0.6,165,,0.0,ABCDEFGHIKLMMIOPORSTUMWXY?,0.7692307692307692,4,0.65
0.6,165,,0.0,ABCDEFGHIKLMMIOPORSTUMWXY?,0.7692307692307692,4,0.7
0.6,165,,0.0,‘ABCDEFGHIKLMNOPQRS TUVWXYZ,0.8846153846153846,6,0.05
0.6,165,,0.0,‘ABCDEFGHIKLMNOPQRS TUVWXYZ,0.8846153846153846,6,0.1
0.6,165,,0.0,‘ABCDEFGHIKLMNOPQRS TUVWXYZ,0.8846153846153846,6,0.15
0.6,165,,0.0,‘ABCDEFGHIKLMNOPQRS TUVWXYZ,0.8846153846153846,6,0.2
0.6,165,,0.0,‘ABCDEFGHIKLMNOPQRS TUVWXYZ,0.8846153846153846,6,0.25
0.6,165,,0.0,‘ABCDEFGHIKLMNOPQRS TUVWXYZ,0.8846153846153846,6,0.3
0.6,165,,0.0,AUCUEFGHEKL MNOPQRSTUVWXYE,0.7692307692307692,6,0.35
0.6,165,,0.0,AUCUEFGHEKL MNOPQRSTUVWXYE,0.7692307692307692,6,0.4
0.6,165,,0.0,AUCUEFGHEKL MNOPQRSTUVWXYE,0.7692307692307692,6,0.45
0.6,165,,0.0,,0.0,6,0.5
0.6,165,,0.0,,0.0,6,0.55
0.6,165,,0.0,,0.0,6,0.6
0.6,165,,0.0,,0.0,6,0.65
0.6,165,,0.0,,0.0,6,0.7
0.6,165,IKLMNOPQRS TUVWXYZ,0.6153846153846154,‘ABCDEFGHLKLNNOPQRSTUVWAYZ,0.8076923076923077,8,0.05
0.6,165,IKLMNOPQRS TUVWXYZ,0.6153846153846154,‘ABCDEFGHLKLNNOPQRSTUVWAYZ,0.8076923076923077,8,0.1
0.6,165,IKLMNOPQRS TUVWXYZ,0.6153846153846154,‘ABCDEFGHLKLNNOPQRSTUVWAYZ,0.8076923076923077,8,0.15
0.6,165,IKLMNOPQRS TUVWXYZ,0.6153846153846154,‘ABCDEFGHLKLNNOPQRSTUVWAYZ,0.8076923076923077,8,0.2
0.6,165,,0.0,‘ABCDEFEHIKL MNOPORSTUVWHYZ,0.7692307692307692,8,0.25
0.6,165,,0.0,‘ABCDEFEHIKL MNOPORSTUVWHYZ,0.7692307692307692,8,0.3
0.6,165,,0.0,‘ABCDEFEHIKL MNOPORSTUVWHYZ,0.7692307692307692,8,0.35
0.6,165,"OPORST
TONANXYZ.",0.15384615384615385,"eee
Lee EE",0.038461538461538436,8,0.4
0.6,165,"OPORST
TONANXYZ.",0.15384615384615385,"eee
Lee EE",0.038461538461538436,8,0.45
0.6,165,,0.0,SEE,0.038461538461538436,8,0.5
0.6,165,,0.0,SEE,0.038461538461538436,8,0.55
0.6,165,,0.0,SEE,0.038461538461538436,8,0.6
0.6,165,,0.0,,0.0,8,0.65
0.6,165,,0.0,,0.0,8,0.7
0.6,165,ABCDEFGHISKLMNOPORSTUVWXYZ,0.9230769230769231,ABCOEFGHUKLMNOPQRSTUVWAYZ,0.8461538461538461,10,0.05
0.6,165,ABCDEFGHISKLMNOPORSTUVWXYZ,0.9230769230769231,ABCOEFGHUKLMNOPQRSTUVWAYZ,0.8461538461538461,10,0.1
0.6,165,ABCDEFGHISKLMNOPORSTUVWXYZ,0.9230769230769231,ABCOEFGHUKLMNOPQRSTUVWAYZ,0.8461538461538461,10,0.15
0.6,165,,0.0,‘ABCDEFGHIKL NOPQRSTUVWXYZ,0.8846153846153846,10,0.2
0.6,165,,0.0,‘ABCDEFGHIKL NOPQRSTUVWXYZ,0.8846153846153846,10,0.25
0.6,165,IRSETUV WXYZ,0.3076923076923077,"SEE ZB JRE
= erred",0.07692307692307687,10,0.3
0.6,165,IRSETUV WXYZ,0.3076923076923077,"SEE ZB JRE
= erred",0.07692307692307687,10,0.35
0.6,165,"ABCDEFCHI,
HIKLMINOPG

QPURSTUN

WXYZ",0.46153846153846156,,0.0,10,0.4
0.6,165,"ABCDEFCHI,
HIKLMINOPG

QPURSTUN

WXYZ",0.46153846153846156,,0.0,10,0.45
0.6,165,"NBCDEEL

 

IE LNIIOP GPS TAG AVZ",0.15384615384615385,,0.0,10,0.5
0.6,165,"NBCDEEL

 

IE LNIIOP GPS TAG AVZ",0.15384615384615385,,0.0,10,0.55
0.6,165,,0.0,"=

a",0.0,10,0.6
0.6,165,,0.0,"=

a",0.0,10,0.65
0.6,165,,0.0,"=

a",0.0,10,0.7
0.6,165,ABCDEFGHIIKLMNOPQRSTUVWXYZ,0.9615384615384616,‘ABCDEFGHIKLMNOPQRSTUVWXYZ,0.9230769230769231,12,0.05
0.6,165,ABCDEFGHIIKLMNOPQRSTUVWXYZ,0.9615384615384616,‘ABCDEFGHIKLMNOPQRSTUVWXYZ,0.9230769230769231,12,0.1
0.6,165,ABCDEFGHIIKLMNOPQRSTUVWXYZ,0.9615384615384616,‘ABCDEFGHIKLMNOPQRSTUVWXYZ,0.9230769230769231,12,0.15
0.6,165,IRSTUVWXYZ,0.3846153846153846,‘ABCUEFGHIKLMNOPQRSTUVWHYZ,0.8461538461538461,12,0.2
0.6,165,ABCDEFGHIIKLIINOPORS TUVWXYZ,0.8076923076923077,‘ABCUEFGHIKEMNOPGRSTU VWI,0.6538461538461539,12,0.25
0.6,165,ABCDEFGHIIKLIINOPORS TUVWXYZ,0.8076923076923077,‘ABCUEFGHIKEMNOPGRSTU VWI,0.6538461538461539,12,0.3
0.6,165,ABCUFFGHIIKEMNOPOR STOVE Z.,0.5769230769230769,aod,0.0,12,0.35
0.6,165,ABCUFFGHIIKEMNOPOR STOVE Z.,0.5769230769230769,aod,0.0,12,0.4
0.6,165,"Bee
CUFF!

 

INCPORS
ToviNng
DZ",0.07692307692307687,"=

——",0.0,12,0.45
0.6,165,BEERS AIM PERI,0.1923076923076923,"=

et",0.0,12,0.5
0.6,165,BEERS AIM PERI,0.1923076923076923,"=

et",0.0,12,0.55
0.6,165,,0.0,"=

4",0.0,12,0.6
0.6,165,,0.0,"=

4",0.0,12,0.65
0.6,165,,0.0,EE,0.038461538461538436,12,0.7
0.6,165,ABCDEFGHIJKLMNOPQRS TUVWXYZ.,0.9230769230769231,‘ABCDEFGHUKLMNOPQRS TUVWXYZ,0.8461538461538461,14,0.05
0.6,165,ABCDEFGHIJKLMNOPQRS TUVWXYZ.,0.9230769230769231,‘ABCDEFGHUKLMNOPQRS TUVWXYZ,0.8461538461538461,14,0.1
0.6,165,ABCDEFGHIJKLMNOPQRS TUVWXYZ.,0.9230769230769231,‘ABCUEFGHUKLMNOPQRSTUVWAY7.,0.7307692307692308,14,0.15
0.6,165,ABCDEFGHIJKLMNOPQRS TUVWXYZ.,0.9230769230769231,‘ABCUEFGHUKLMNOPQRSTUVWAY7.,0.7307692307692308,14,0.2
0.6,165,‘DEF CHIUKIMNOPQRS TUVWXYZ.,0.6538461538461539,,0.0,14,0.25
0.6,165,ABCUEFCHIIKIMIWOPQRS TUVWXYZ.,0.6923076923076923,,0.0,14,0.3
0.6,165,ABCUEFCHIIKIMIWOPQRS TUVWXYZ.,0.6923076923076923,,0.0,14,0.35
0.6,165,DSCUEE SHIIKLMNOPQRS [UM WAYZ.,0.5,——,0.0,14,0.4
0.6,165,DOCOFECHIIKLMNOP QRS [UM WAYZ.,0.46153846153846156,——,0.0,14,0.45
0.6,165,,0.0,——,0.0,14,0.5
0.6,165,,0.0,——,0.0,14,0.55
0.6,165,,0.0,SS,0.038461538461538436,14,0.6
0.6,165,,0.0,ss,0.0,14,0.65
0.6,165,,0.0,ss,0.0,14,0.7
0.6,165,ABCDEFGHISKLMNOPQRSTUVWXYZ,0.9615384615384616,‘ABCOEFGHUKLNNOPQRSTUVWXYZ,0.8076923076923077,16,0.05
0.6,165,ABCDEFGHISKLMNOPQRSTUVWXYZ,0.9615384615384616,‘ABCOEFGHUKLNNOPQRSTUVWXYZ,0.8076923076923077,16,0.1
0.6,165,ABCDEFGHIIKLMNOPQRSTUVWXYZ,0.9615384615384616,‘ABCUEFCHUKLNNOPORSTUVWHYZ,0.6923076923076923,16,0.15
0.6,165,ABCDEFGHISIKLMNOPQRSTUVWXYZ,0.9230769230769231,‘ABCUEFGHUKLNNOPORSTUWW?,0.6153846153846154,16,0.2
0.6,165,"ABCUEF!

 

HiSKLMNGPORSTOVWXYZ",0.5384615384615384,EDO,0.07692307692307687,16,0.25
0.6,165,"ABCUEF!

 

HiSKLMNGPORSTOVWXYZ",0.5384615384615384,EDO,0.07692307692307687,16,0.3
0.6,165,ASCUEFCHISKLMNGPORSTUVWXY,0.7307692307692308,OES,0.07692307692307687,16,0.35
0.6,165,DOCUEFCMIOKLMNGPORSTUVWY,0.6153846153846154,See,0.038461538461538436,16,0.4
0.6,165,DD COEF CMGRL MNSPOR STUY WYN a,0.2692307692307693,Sey,0.038461538461538436,16,0.45
0.6,165,,0.0,Ss,0.038461538461538436,16,0.5
0.6,165,,0.0,Ss,0.038461538461538436,16,0.55
0.6,165,,0.0,,0.0,16,0.6
0.6,165,,0.0,SU,0.07692307692307687,16,0.65
0.6,165,,0.0,Ss,0.038461538461538436,16,0.7
