scale_factor,line_angle,original_ocr_text,original_accuracy,processed_ocr_text,processed_accuracy,line_period,duty_cycle
0.6,30,TUVWXYZ,0.2692307692307693,ABCDEFGHUKLNNOPQRSTUVWYZ,0.8461538461538461,4,0.05
0.6,30,TUVWXYZ,0.2692307692307693,ABCDEFGHUKLNNOPQRSTUVWYZ,0.8461538461538461,4,0.1
0.6,30,TUVWXYZ,0.2692307692307693,ABCDEFGHUKLNNOPQRSTUVWYZ,0.8461538461538461,4,0.15
0.6,30,TUVWXYZ,0.2692307692307693,ABCDEFGHUKLNNOPQRSTUVWYZ,0.8461538461538461,4,0.2
0.6,30,TUVWXYZ,0.2692307692307693,ABCDEFGHUKLNNOPQRSTUVWYZ,0.8461538461538461,4,0.25
0.6,30,TUVWXYZ,0.2692307692307693,ABCDEFGHUKLNNOPQRSTUVWYZ,0.8461538461538461,4,0.3
0.6,30,TUVWXYZ,0.2692307692307693,ABCDEFGHUKLNNOPQRSTUVWYZ,0.8461538461538461,4,0.35
0.6,30,TUVWXYZ,0.2692307692307693,ABCDEFGHUKLNNOPQRSTUVWYZ,0.8461538461538461,4,0.4
0.6,30,TUVWXYZ,0.2692307692307693,ABCDEFGHUKLNNOPQRSTUVWYZ,0.8461538461538461,4,0.45
0.6,30,,0.0,"SSS,
ee SSS",0.038461538461538436,4,0.5
0.6,30,,0.0,"SSS,
ee SSS",0.038461538461538436,4,0.55
0.6,30,,0.0,"SSS,
ee SSS",0.038461538461538436,4,0.6
0.6,30,,0.0,"SSS,
ee SSS",0.038461538461538436,4,0.65
0.6,30,,0.0,"SSS,
ee SSS",0.038461538461538436,4,0.7
0.6,30,ABCDEFGHIJKLMNOPORS TUVWXYZ,0.9230769230769231,AUCDEFGHIIKLNNOPORSTUVWYZ,0.8076923076923077,6,0.05
0.6,30,ABCDEFGHIJKLMNOPORS TUVWXYZ,0.9230769230769231,AUCDEFGHIIKLNNOPORSTUVWYZ,0.8076923076923077,6,0.1
0.6,30,ABCDEFGHIJKLMNOPORS TUVWXYZ,0.9230769230769231,AUCDEFGHIIKLNNOPORSTUVWYZ,0.8076923076923077,6,0.15
0.6,30,ABCDEFGHIJKLMNOPORS TUVWXYZ,0.9230769230769231,AUCDEFGHIIKLNNOPORSTUVWYZ,0.8076923076923077,6,0.2
0.6,30,ABCDEFGHIJKLMNOPORS TUVWXYZ,0.9230769230769231,AUCDEFGHIIKLNNOPORSTUVWYZ,0.8076923076923077,6,0.25
0.6,30,ABCDEFGHIJKLMNOPORS TUVWXYZ,0.9230769230769231,AUCDEFGHIIKLNNOPORSTUVWYZ,0.8076923076923077,6,0.3
0.6,30,UVWHXYZ,0.1923076923076923,AUCOEFGHIDKLNNOPORSTUVWEY,0.7307692307692308,6,0.35
0.6,30,UVWHXYZ,0.1923076923076923,AUCOEFGHIDKLNNOPORSTUVWEY,0.7307692307692308,6,0.4
0.6,30,UVWHXYZ,0.1923076923076923,AUCOEFGHIDKLNNOPORSTUVWEY,0.7307692307692308,6,0.45
0.6,30,"=SHURENNOPO

OP GES TOV WIN",0.11538461538461542,,0.0,6,0.5
0.6,30,"=SHURENNOPO

OP GES TOV WIN",0.11538461538461542,,0.0,6,0.55
0.6,30,"=SHURENNOPO

OP GES TOV WIN",0.11538461538461542,,0.0,6,0.6
0.6,30,"=SHURENNOPO

OP GES TOV WIN",0.11538461538461542,,0.0,6,0.65
0.6,30,,0.0,,0.0,6,0.7
0.6,30,ABCDEFGHISKLMNOPQRS TUVWXYZ,0.9230769230769231,AUCDEFGHUKLMMOPQRSTUVWXYZ,0.8461538461538461,8,0.05
0.6,30,ABCDEFGHISKLMNOPQRS TUVWXYZ,0.9230769230769231,AUCDEFGHUKLMMOPQRSTUVWXYZ,0.8461538461538461,8,0.1
0.6,30,ABCDEFGHISKLMNOPQRS TUVWXYZ,0.9230769230769231,AUCDEFGHUKLMMOPQRSTUVWXYZ,0.8461538461538461,8,0.15
0.6,30,ABCDEFGHISKLMNOPQRS TUVWXYZ,0.9230769230769231,AUCDEFGHUKLMMOPQRSTUVWXYZ,0.8461538461538461,8,0.2
0.6,30,,0.0,-RBCDEFGHUKLMNOPGRSTUVWAYZ,0.7692307692307692,8,0.25
0.6,30,,0.0,-RBCDEFGHUKLMNOPGRSTUVWAYZ,0.7692307692307692,8,0.3
0.6,30,,0.0,-RBCDEFGHUKLMNOPGRSTUVWAYZ,0.7692307692307692,8,0.35
0.6,30,"ABODE

 

GHDKLNINOP OF

 

TUVWXY",0.2692307692307693,Re,0.038461538461538436,8,0.4
0.6,30,"ABODE

 

GHDKLNINOP OF

 

TUVWXY",0.2692307692307693,Re,0.038461538461538436,8,0.45
0.6,30,ABCDERCH),0.23076923076923073,,0.0,8,0.5
0.6,30,ABCDERCH),0.23076923076923073,,0.0,8,0.55
0.6,30,ABCDERCH),0.23076923076923073,,0.0,8,0.6
0.6,30,,0.0,,0.0,8,0.65
0.6,30,,0.0,,0.0,8,0.7
0.6,30,ABCDEFGHIJKLMNOPQRSTUVWXYZ,1.0,AUCUEFGHUKLUNOPQRSTUVWAYZ,0.7692307692307692,10,0.05
0.6,30,ABCDEFGHIJKLMNOPQRSTUVWXYZ,1.0,AUCUEFGHUKLUNOPQRSTUVWAYZ,0.7692307692307692,10,0.1
0.6,30,ABCDEFGHIJKLMNOPQRSTUVWXYZ,1.0,AUCUEFGHUKLUNOPQRSTUVWAYZ,0.7692307692307692,10,0.15
0.6,30,,0.0,AUCUEFGHULUNOPGRSTUYWAYZ,0.6538461538461539,10,0.2
0.6,30,,0.0,AUCUEFGHULUNOPGRSTUYWAYZ,0.6538461538461539,10,0.25
0.6,30,KLMNOPORSTUVWRYZ,0.5384615384615384,TBRVSVawe,0.11538461538461542,10,0.3
0.6,30,KLMNOPORSTUVWRYZ,0.5384615384615384,TBRVSVawe,0.11538461538461542,10,0.35
0.6,30,"ABCDEFGHDI

 

MNOPOPSTUVWE",0.5769230769230769,S,0.038461538461538436,10,0.4
0.6,30,"ABCDEFGHDI

 

MNOPOPSTUVWE",0.5769230769230769,S,0.038461538461538436,10,0.45
0.6,30,"SSE
PRLEAEAWIRITINDT",0.11538461538461542,S,0.038461538461538436,10,0.5
0.6,30,"SSE
PRLEAEAWIRITINDT",0.11538461538461542,S,0.038461538461538436,10,0.55
0.6,30,SSS,0.038461538461538436,S,0.038461538461538436,10,0.6
0.6,30,SSS,0.038461538461538436,S,0.038461538461538436,10,0.65
0.6,30,,0.0,S,0.038461538461538436,10,0.7
0.6,30,ABCDEFGHISKLMNOPQRS TUVWXYZ,0.9230769230769231,"‘AUCOEFGHUKLMNOPQRSTUVWHY?,",0.6923076923076923,12,0.05
0.6,30,ABCDEFGHISKLMNOPQRS TUVWXYZ,0.9230769230769231,"‘AUCOEFGHUKLMNOPQRSTUVWHY?,",0.6923076923076923,12,0.1
0.6,30,ABCDEFGHISKLMNOPQRS TUVWXYZ,0.9230769230769231,"‘AUCOEFGHUKLMNOPQRSTUVWHY?,",0.6923076923076923,12,0.15
0.6,30,ABCDEFGHISKLMNOPQRS TUVWXYZ,0.9230769230769231,AUCOEFGHIKLMNOPORSTUVWHYZ,0.8076923076923077,12,0.2
0.6,30,ABCDEFGHISKEMNOPORS TUVWXYZ,0.8461538461538461,,0.0,12,0.25
0.6,30,ABCDEFGHISKEMNOPORS TUVWXYZ,0.8461538461538461,,0.0,12,0.3
0.6,30,ABE DEFCHISKEMNOPORS TUVWXYZ,0.7307692307692308,~,0.0,12,0.35
0.6,30,ABE DEFCHISKEMNOPORS TUVWXYZ,0.7307692307692308,~,0.0,12,0.4
0.6,30,ABCHEECUISKEMNIP ORS TEV DY,0.46153846153846156,~,0.0,12,0.45
0.6,30,,0.0,,0.0,12,0.5
0.6,30,,0.0,,0.0,12,0.55
0.6,30,,0.0,,0.0,12,0.6
0.6,30,,0.0,,0.0,12,0.65
0.6,30,"SSS RR
TENA SS",0.07692307692307687,,0.0,12,0.7
0.6,30,"ABCDEFGHISKLMNOPQRS TUVWXYZ,",0.8846153846153846,‘ABCDEFGHUKLMNOPQRSTUVWKYZ,0.8461538461538461,14,0.05
0.6,30,"ABCDEFGHISKLMNOPQRS TUVWXYZ,",0.8846153846153846,‘ABCDEFGHUKLMNOPQRSTUVWKYZ,0.8461538461538461,14,0.1
0.6,30,"ABCDEFGHISKLMNOPQRSTUVWXYZ,",0.9230769230769231,‘ABCDEFGHIKLMNOPGRSTUVWRYZ,0.8461538461538461,14,0.15
0.6,30,"ABCDEFGHISKLMNOPQRSTUVWXYZ,",0.9230769230769231,‘ABCDEFGHIKLMNOPGRSTUVWRYZ,0.8461538461538461,14,0.2
0.6,30,"ABCDEFGHISKLINOPQRS TUVWXYZ,",0.8461538461538461,,0.0,14,0.25
0.6,30,ABCUEFCHISKLIVNOP GPS TUVWXYZ.,0.6153846153846154,,0.0,14,0.3
0.6,30,ABCUEFCHISKLIVNOP GPS TUVWXYZ.,0.6153846153846154,,0.0,14,0.35
0.6,30,"ACCDEFCUISKLMNUEEGRS HIV,",0.42307692307692313,\,0.0,14,0.4
0.6,30,"RECDEFCUISKLVNUPGRS TIVE,",0.46153846153846156,~,0.0,14,0.45
0.6,30,REELECTED,0.11538461538461542,S,0.038461538461538436,14,0.5
0.6,30,REELECTED,0.11538461538461542,S,0.038461538461538436,14,0.55
0.6,30,"RETLEECISTRACSUAT AVE
ALLSTARS eR",0.0,XS,0.038461538461538436,14,0.6
0.6,30,“Rar Es EONS Te NICPU AS Vee,0.0,XS,0.038461538461538436,14,0.65
0.6,30,“Rar Es EONS Te NICPU AS Vee,0.0,XS,0.038461538461538436,14,0.7
0.6,30,ABCDEFGHISKLMNOPQRSTUVWXYZ,0.9615384615384616,‘ABCOEFGHUKLMNOPQRSTUWHYZ,0.7692307692307692,16,0.05
0.6,30,ABCDEFGHISKLMNOPQRSTUVWXYZ,0.9615384615384616,‘ABCOEFGHUKLMNOPQRSTUWHYZ,0.7692307692307692,16,0.1
0.6,30,ABCDEFGHISKLMNOPQRSTUVWXYZ,0.9615384615384616,“ABCOEFGHUIKLMSOPQRSTUVWHYZ,0.7692307692307692,16,0.15
0.6,30,ABCDEFGHIKLMNOPQRSTUVWXYZ,0.9615384615384616,“ABCOFFCHINCANSIOPORSTUVWHZ,0.5,16,0.2
0.6,30,"ARBCDEFCHIIMNOPQRSTUVWRYZ,",0.7307692307692308,BVT,0.07692307692307687,16,0.25
0.6,30,"ARBCDEFCHIIMNOPQRSTUVWRYZ,",0.7307692307692308,BVT,0.07692307692307687,16,0.3
0.6,30,"ARCOEFCUISIL MMOPORSTUVWRYZ,",0.5769230769230769,,0.0,16,0.35
0.6,30,"PRCOEFOUISL MMOPORSTUVWRYZ,",0.5384615384615384,,0.0,16,0.4
0.6,30,"PRCEEFOMIS MMOPORSTU VAY,",0.46153846153846156,,0.0,16,0.45
0.6,30,,0.0,,0.0,16,0.5
0.6,30,,0.0,,0.0,16,0.55
0.6,30,,0.0,,0.0,16,0.6
0.6,30,athe athe,0.0,,0.0,16,0.65
0.6,30,"See tPo we RDA
SELIM ITI IRS",0.0,,0.0,16,0.7
