scale_factor,line_angle,original_ocr_text,original_accuracy,processed_ocr_text,processed_accuracy,line_period,duty_cycle
0.75,30,,0.0,ACLRFGRLUNGRORSTINBIY,0.3846153846153846,4,0.05
0.75,30,,0.0,ACLRFGRLUNGRORSTINBIY,0.3846153846153846,4,0.1
0.75,30,,0.0,ACLRFGRLUNGRORSTINBIY,0.3846153846153846,4,0.15
0.75,30,,0.0,ACLRFGRLUNGRORSTINBIY,0.3846153846153846,4,0.2
0.75,30,,0.0,ACLRFGRLUNGRORSTINBIY,0.3846153846153846,4,0.25
0.75,30,,0.0,ACLRFGRLUNGRORSTINBIY,0.3846153846153846,4,0.3
0.75,30,,0.0,ACLRFGRLUNGRORSTINBIY,0.3846153846153846,4,0.35
0.75,30,,0.0,ACLRFGRLUNGRORSTINBIY,0.3846153846153846,4,0.4
0.75,30,,0.0,ACLRFGRLUNGRORSTINBIY,0.3846153846153846,4,0.45
0.75,30,SN,0.038461538461538436,,0.0,4,0.5
0.75,30,SN,0.038461538461538436,,0.0,4,0.55
0.75,30,SN,0.038461538461538436,,0.0,4,0.6
0.75,30,SN,0.038461538461538436,,0.0,4,0.65
0.75,30,SN,0.038461538461538436,,0.0,4,0.7
0.75,30,HIUKLMINOPORSTUVWXYE,0.5769230769230769,-AROEFONLILNCFORSTINAN,0.2692307692307693,6,0.05
0.75,30,HIUKLMINOPORSTUVWXYE,0.5769230769230769,-AROEFONLILNCFORSTINAN,0.2692307692307693,6,0.1
0.75,30,HIUKLMINOPORSTUVWXYE,0.5769230769230769,-AROEFONLILNCFORSTINAN,0.2692307692307693,6,0.15
0.75,30,HIUKLMINOPORSTUVWXYE,0.5769230769230769,-AROEFONLILNCFORSTINAN,0.2692307692307693,6,0.2
0.75,30,HIUKLMINOPORSTUVWXYE,0.5769230769230769,-AROEFONLILNCFORSTINAN,0.2692307692307693,6,0.25
0.75,30,HIUKLMINOPORSTUVWXYE,0.5769230769230769,-AROEFONLILNCFORSTINAN,0.2692307692307693,6,0.3
0.75,30,‘ABCDEFGHIZKEINOPORSTUUWiZ,0.6923076923076923,,0.0,6,0.35
0.75,30,‘ABCDEFGHIZKEINOPORSTUUWiZ,0.6923076923076923,,0.0,6,0.4
0.75,30,‘ABCDEFGHIZKEINOPORSTUUWiZ,0.6923076923076923,,0.0,6,0.45
0.75,30,SSN,0.038461538461538436,,0.0,6,0.5
0.75,30,SSN,0.038461538461538436,,0.0,6,0.55
0.75,30,SSN,0.038461538461538436,,0.0,6,0.6
0.75,30,SSN,0.038461538461538436,,0.0,6,0.65
0.75,30,,0.0,SS,0.038461538461538436,6,0.7
0.75,30,ABCDEFGHIAKLMNOPORSTUVWXYZ,0.9230769230769231,ACURFGHLILUNRORSTUNWIYE,0.5,8,0.05
0.75,30,ABCDEFGHIAKLMNOPORSTUVWXYZ,0.9230769230769231,ACURFGHLILUNRORSTUNWIYE,0.5,8,0.1
0.75,30,ABCDEFGHIAKLMNOPORSTUVWXYZ,0.9230769230769231,ACURFGHLILUNRORSTUNWIYE,0.5,8,0.15
